,id,dc.contributor.author[],dc.date.issued[],dc.description.provenance[en],dc.identifier.uri,dc.title[],dc.title[en_US],MyTitle
240,37807cce-b82e-48ef-9500-6958101c789e,IEEE Std C37.60  : 2003,2003.0,"Made available in DSpace on 2017-02-23T06:01:15Z (GMT). No. of bitstreams: 1
c37.60-2003.pdf: 961154 bytes, checksum: 524fe094e9d07dcde516c491d273d683 (MD5)
  Previous issue date: 2003||Made available in DSpace on 2021-05-05T08:43:37Z (GMT). No. of bitstreams: 1
c37.60-2003.pdf: 961154 bytes, checksum: 524fe094e9d07dcde516c491d273d683 (MD5)
  Previous issue date: 2003",http://localhost:8080/xmlui/handle/108/124602,"Standard Requirements for Overhead, Pad-Mounted, Dry Vault, and Submersible Automatic Circuit Reclosers and Fault Interrupters for Alternating Current Systems Up to 38 kV",,"Standard Requirements for Overhead, Pad-Mounted, Dry Vault, and Submersible Automatic Circuit Reclosers and Fault Interrupters for Alternating Current Systems Up to 38 kV"
241,37fb70d2-f757-4195-afd5-6510d84e2c75,ANSI C63.14  : 1998,1998.0,"Made available in DSpace on 2017-02-23T06:00:55Z (GMT). No. of bitstreams: 1
c63.14-1998.pdf: 468227 bytes, checksum: 22e9407e62d819056067ba343cc4cd0d (MD5)
  Previous issue date: 1998||Made available in DSpace on 2021-05-05T08:41:19Z (GMT). No. of bitstreams: 1
c63.14-1998.pdf: 468227 bytes, checksum: 22e9407e62d819056067ba343cc4cd0d (MD5)
  Previous issue date: 1998",http://localhost:8080/xmlui/handle/108/124421,"American National Standard dictionary for technologies of Electromagnetic Compatibility (EMC), Electromagnetic Pulse (EMP), and Electrostatic Discharge (ESD)",,"American National Standard dictionary for technologies of Electromagnetic Compatibility (EMC), Electromagnetic Pulse (EMP), and Electrostatic Discharge (ESD)"
242,38941eef-42be-4461-b898-2dec4bda9956,IEEE Std C37.20.3  : 2001,2001.0,"Made available in DSpace on 2017-02-23T06:01:14Z (GMT). No. of bitstreams: 1
c37.20.3-2001.pdf: 298582 bytes, checksum: 43816a4aaf0f53a2b134fa5012329f1b (MD5)
  Previous issue date: 2001||Made available in DSpace on 2021-05-05T08:43:21Z (GMT). No. of bitstreams: 1
c37.20.3-2001.pdf: 298582 bytes, checksum: 43816a4aaf0f53a2b134fa5012329f1b (MD5)
  Previous issue date: 2001",http://localhost:8080/xmlui/handle/108/124592,Standard for metal-enclosed interrupter switchgear,,Standard for metal-enclosed interrupter switchgear
243,389ddba1-da0e-465e-8382-c3103d772072,IEEE Std 1210  : 2004,2004.0,"Made available in DSpace on 2017-02-23T06:06:34Z (GMT). No. of bitstreams: 1
1210-2004.pdf: 234219 bytes, checksum: 5400192dbd284abd74522fbe4caecb75 (MD5)
  Previous issue date: 2004||Made available in DSpace on 2021-05-05T08:46:55Z (GMT). No. of bitstreams: 1
1210-2004.pdf: 234219 bytes, checksum: 5400192dbd284abd74522fbe4caecb75 (MD5)
  Previous issue date: 2004",http://localhost:8080/xmlui/handle/108/124788,Standard Tests for  Determining Compatibility of Cable-Pulling Lubricants With Wire and Cable,,Standard Tests for  Determining Compatibility of Cable-Pulling Lubricants With Wire and Cable
244,38a5327c-0de3-45d5-bef0-37cb44a78110,IEEE Std 1010  : 2006,2006.0,"Made available in DSpace on 2017-02-23T06:06:44Z (GMT). No. of bitstreams: 1
1010-2006.pdf: 2382867 bytes, checksum: 87589fec74b2462285ac058e44615b81 (MD5)
  Previous issue date: 2006||Made available in DSpace on 2021-05-05T08:48:40Z (GMT). No. of bitstreams: 1
1010-2006.pdf: 2382867 bytes, checksum: 87589fec74b2462285ac058e44615b81 (MD5)
  Previous issue date: 2006",http://localhost:8080/xmlui/handle/108/124877,Guide for Control of Hydroelectric Power Plants,,Guide for Control of Hydroelectric Power Plants
245,38ae2a89-b84a-42c3-b2a0-33209edcad38,IEEE Std 802.1BR-2012,2012.0,"Made available in DSpace on 2017-02-23T06:01:04Z (GMT). No. of bitstreams: 1
802.1br-2012.pdf: 1558673 bytes, checksum: eca94a58b3c1bb6ba9af47b4a46d4812 (MD5)
  Previous issue date: 2012||Made available in DSpace on 2021-05-05T08:42:18Z (GMT). No. of bitstreams: 1
802.1br-2012.pdf: 1558673 bytes, checksum: eca94a58b3c1bb6ba9af47b4a46d4812 (MD5)
  Previous issue date: 2012",http://localhost:8080/xmlui/handle/108/124506,IEEE Standard for Local and metropolitan area networks--Virtual Bridged Local Area Networks--Bridge Port Extension,,IEEE Standard for Local and metropolitan area networks--Virtual Bridged Local Area Networks--Bridge Port Extension
246,38b95aa2-ec6a-4ca1-9204-d156cce734a0,IEEE Std C37.95  : 2002,2002.0,"Made available in DSpace on 2017-02-23T06:01:00Z (GMT). No. of bitstreams: 1
c37.95-2002.pdf: 1183154 bytes, checksum: e6ca3cbde75f118b2fb3662aaad20101 (MD5)
  Previous issue date: 2002||Made available in DSpace on 2021-05-05T08:41:47Z (GMT). No. of bitstreams: 1
c37.95-2002.pdf: 1183154 bytes, checksum: e6ca3cbde75f118b2fb3662aaad20101 (MD5)
  Previous issue date: 2002",http://localhost:8080/xmlui/handle/108/124465,Guide for protective relaying of utility-consumer interconnections,,Guide for protective relaying of utility-consumer interconnections
247,38f91e16-fcce-425e-953c-e37bd8dc3abe,IEEE Std 1609.3-2010/Cor 1-2012,2012.0,"Made available in DSpace on 2017-02-23T06:00:53Z (GMT). No. of bitstreams: 1
1609.3tm-2010.pdf: 604262 bytes, checksum: fb8e4486d990a95ae9080e635ac3674e (MD5)
  Previous issue date: 2012||Made available in DSpace on 2021-05-05T08:41:04Z (GMT). No. of bitstreams: 1
1609.3tm-2010.pdf: 604262 bytes, checksum: fb8e4486d990a95ae9080e635ac3674e (MD5)
  Previous issue date: 2012",http://localhost:8080/xmlui/handle/108/124395,IEEE Standard for Wireless Access in Vehicular Environments (WAVE)-Networking Services-Corrigendum 1: Miscellaneous Corrections,,IEEE Standard for Wireless Access in Vehicular Environments (WAVE)-Networking Services-Corrigendum 1: Miscellaneous Corrections
248,39604704-035c-4485-b9ff-4bfd42a041bd,IEEE Std 1451.3  : 2003,2003.0,"Made available in DSpace on 2017-02-23T06:07:20Z (GMT). No. of bitstreams: 1
1451.3-2003.pdf: 2206037 bytes, checksum: 424bb6cd58bcf72696594cf6d590ed43 (MD5)
  Previous issue date: 2003||Made available in DSpace on 2021-05-05T08:56:31Z (GMT). No. of bitstreams: 1
1451.3-2003.pdf: 2206037 bytes, checksum: 424bb6cd58bcf72696594cf6d590ed43 (MD5)
  Previous issue date: 2003",http://localhost:8080/xmlui/handle/108/125208,Standard for a Smart Transducer Interface for Sensors and Actuators-Digital Communication and Transducer Electronic Data Sheet (TEDS) Formats for Distributed Multidrop Systems,,Standard for a Smart Transducer Interface for Sensors and Actuators-Digital Communication and Transducer Electronic Data Sheet (TEDS) Formats for Distributed Multidrop Systems
249,39bdfab9-f6d0-4b67-855b-3036a061356c,ANSI C57.123  : 2002,2002.0,"Made available in DSpace on 2017-02-23T06:00:45Z (GMT). No. of bitstreams: 1
c57.123-2002.pdf: 375914 bytes, checksum: c6e0ecdf9e6e137eae51ffeb64ea858f (MD5)
  Previous issue date: 2002||Made available in DSpace on 2021-05-05T08:56:06Z (GMT). No. of bitstreams: 1
c57.123-2002.pdf: 375914 bytes, checksum: c6e0ecdf9e6e137eae51ffeb64ea858f (MD5)
  Previous issue date: 2002",http://localhost:8080/xmlui/handle/108/124326,Guide for Transformer Loss Measurement,,Guide for Transformer Loss Measurement
250,39d3f366-d134-47d1-8b03-5c0fb82edd57,IEEE: Std 1158  : 1995,1995.0,"Made available in DSpace on 2017-02-23T06:07:09Z (GMT). No. of bitstreams: 1
ieee std 1158-1995.pdf: 11838837 bytes, checksum: da001b1d8881f6c8dc98b56707f88dc9 (MD5)
  Previous issue date: 1995||Made available in DSpace on 2021-05-05T08:53:49Z (GMT). No. of bitstreams: 1
ieee std 1158-1995.pdf: 11838837 bytes, checksum: da001b1d8881f6c8dc98b56707f88dc9 (MD5)
  Previous issue date: 1995",http://localhost:8080/xmlui/handle/108/125103,Guide: Test Procedures for Synchronous Machines,,Guide: Test Procedures for Synchronous Machines
251,3a1d5b9c-4752-4e12-a80d-8e619b831ef1,ANSI C62.37.1  : 2000,2000.0,"Made available in DSpace on 2017-02-23T06:00:53Z (GMT). No. of bitstreams: 1
c62.37.1-2000.pdf: 905381 bytes, checksum: 1e0fe2807c3369465b103bd242b707df (MD5)
  Previous issue date: 2000||Made available in DSpace on 2021-05-05T08:41:09Z (GMT). No. of bitstreams: 1
c62.37.1-2000.pdf: 905381 bytes, checksum: 1e0fe2807c3369465b103bd242b707df (MD5)
  Previous issue date: 2000",http://localhost:8080/xmlui/handle/108/124401,Guide for the application of thyristor surge protective devices,,Guide for the application of thyristor surge protective devices
252,3a531b18-5400-4222-a290-e4b80dda74e0,IEEE Std 1329  : 1999,1999.0,"Made available in DSpace on 2017-02-23T06:06:40Z (GMT). No. of bitstreams: 1
1329-1999.pdf: 932904 bytes, checksum: 70dad19d5f76de52fb6456caeb40cee0 (MD5)
  Previous issue date: 1999||Made available in DSpace on 2021-05-05T08:48:16Z (GMT). No. of bitstreams: 1
1329-1999.pdf: 932904 bytes, checksum: 70dad19d5f76de52fb6456caeb40cee0 (MD5)
  Previous issue date: 1999",http://localhost:8080/xmlui/handle/108/124845,Standard method for measuring transmission performance of hands free telephone sets,,Standard method for measuring transmission performance of hands free telephone sets
253,3a5ec785-0953-46ef-9142-4db2e69a4e22,IEEE Std 960  : 1993,1993.0,"Made available in DSpace on 2017-02-23T06:07:10Z (GMT). No. of bitstreams: 2
960-1993-2.pdf: 2997281 bytes, checksum: 623c22553bacd33a337e5b27c28a9356 (MD5)
960-1993.pdf: 44669 bytes, checksum: 664d69fc41705d39903fcac66d9938c1 (MD5)
  Previous issue date: 1993||Made available in DSpace on 2021-05-05T08:54:17Z (GMT). No. of bitstreams: 2
960-1993-2.pdf: 2997281 bytes, checksum: 623c22553bacd33a337e5b27c28a9356 (MD5)
960-1993.pdf: 44669 bytes, checksum: 664d69fc41705d39903fcac66d9938c1 (MD5)
  Previous issue date: 1993",http://localhost:8080/xmlui/handle/108/125116,IEEE standard FASTBUS modular high-speed data acquisition and control system and IEEE FASTBUS standard routines,,IEEE standard FASTBUS modular high-speed data acquisition and control system and IEEE FASTBUS standard routines
254,3ad44ff7-3620-48d5-8936-5e49f46b35e3,IEEE Std C37.112  : 1996,1996.0,"Made available in DSpace on 2017-02-23T06:01:05Z (GMT). No. of bitstreams: 1
c37.112-1996.pdf: 482076 bytes, checksum: b3a4c8416d543245f772d1192a716de7 (MD5)
  Previous issue date: 1996||Made available in DSpace on 2021-05-05T08:42:17Z (GMT). No. of bitstreams: 1
c37.112-1996.pdf: 482076 bytes, checksum: b3a4c8416d543245f772d1192a716de7 (MD5)
  Previous issue date: 1996",http://localhost:8080/xmlui/handle/108/124507,Standard inverse-time characteristic equations for overcurrent relays,,Standard inverse-time characteristic equations for overcurrent relays
255,3b2bdccc-7a61-4fe9-b594-b8bd7c35bf4a,IEEE Std 1070  : 2006,2006.0,"Made available in DSpace on 2017-02-23T06:07:05Z (GMT). No. of bitstreams: 1
1070-2006.pdf: 2650893 bytes, checksum: 8b36cf5b64427a7688e9a54ef469afec (MD5)
  Previous issue date: 2006||Made available in DSpace on 2021-05-05T08:53:40Z (GMT). No. of bitstreams: 1
1070-2006.pdf: 2650893 bytes, checksum: 8b36cf5b64427a7688e9a54ef469afec (MD5)
  Previous issue date: 2006",http://localhost:8080/xmlui/handle/108/125073,Guide for the Design and Testing of Transmission Modular Restoration Structure Components,,Guide for the Design and Testing of Transmission Modular Restoration Structure Components
256,3b349c69-bb6c-4820-84ea-e9d8bad49879,IEEE Std 1227  : 1990,1990.0,"Made available in DSpace on 2017-02-23T06:06:40Z (GMT). No. of bitstreams: 1
1227-1990.pdf: 809416 bytes, checksum: 763db933aab91a3483c0e7319d2b6d9b (MD5)
  Previous issue date: 1990||Made available in DSpace on 2021-05-05T08:48:09Z (GMT). No. of bitstreams: 1
1227-1990.pdf: 809416 bytes, checksum: 763db933aab91a3483c0e7319d2b6d9b (MD5)
  Previous issue date: 1990",http://localhost:8080/xmlui/handle/108/124839,Guide for  the measurement of DC electric-field strength and ion related quantities,,Guide for  the measurement of DC electric-field strength and ion related quantities
257,3c6303b9-844c-49e9-b853-78f44aad3636,IEEE Std 1017  : 2004,2004.0,"Made available in DSpace on 2017-02-23T06:06:47Z (GMT). No. of bitstreams: 1
1017-2004.pdf: 634828 bytes, checksum: 1655065eedced17c1dfed763e9da31f1 (MD5)
  Previous issue date: 2004||Made available in DSpace on 2021-05-05T08:49:12Z (GMT). No. of bitstreams: 1
1017-2004.pdf: 634828 bytes, checksum: 1655065eedced17c1dfed763e9da31f1 (MD5)
  Previous issue date: 2004",http://localhost:8080/xmlui/handle/108/124909,Recommended Practice for Field Testing Electric Submersible Pump Cable,,Recommended Practice for Field Testing Electric Submersible Pump Cable
258,3d62dc92-1368-4da3-823c-9fb23b7fdbdb,IEEE Std C37.53.1  : 1989,1989.0,"Made available in DSpace on 2017-02-23T06:01:16Z (GMT). No. of bitstreams: 1
c37.53.1-1989.pdf: 52037 bytes, checksum: 27d299c419f08218132b4f439ed866e9 (MD5)
  Previous issue date: 1989||Made available in DSpace on 2021-05-05T08:43:54Z (GMT). No. of bitstreams: 1
c37.53.1-1989.pdf: 52037 bytes, checksum: 27d299c419f08218132b4f439ed866e9 (MD5)
  Previous issue date: 1989",http://localhost:8080/xmlui/handle/108/124616,American National Standard High-Voltage Current-Limiting Motor-Starter Fuses - Conference Test Procedures,,American National Standard High-Voltage Current-Limiting Motor-Starter Fuses - Conference Test Procedures
259,3dcfaea7-19b0-403d-b539-c10e51479655,IEEE Std C95.3.1 : 2010,2010.0,"Made available in DSpace on 2017-02-23T06:07:24Z (GMT). No. of bitstreams: 1
c95.3.1-2010.pdf: 2621255 bytes, checksum: 1532c2099bc6e02a89ee5127e793ab5b (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-05T08:40:35Z (GMT). No. of bitstreams: 1
c95.3.1-2010.pdf: 2621255 bytes, checksum: 1532c2099bc6e02a89ee5127e793ab5b (MD5)
  Previous issue date: 2010",http://localhost:8080/xmlui/handle/108/125246,"Recommended Practice for Measurements and Computations of Electric, Magnetic, and Electromagnetic Fields with Respect to Human Exposure to Such Fields, 0 Hz to 100 kHz",,"Recommended Practice for Measurements and Computations of Electric, Magnetic, and Electromagnetic Fields with Respect to Human Exposure to Such Fields, 0 Hz to 100 kHz"
261,49ced3b2-1840-41c0-8041-85254e08e11e,IEEE Std C95.3.1 : 2010,2010.0,"Made available in DSpace on 2017-02-23T06:06:30Z (GMT). No. of bitstreams: 1
c95.3.1-2010.pdf: 2621255 bytes, checksum: 1532c2099bc6e02a89ee5127e793ab5b (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-05T08:46:27Z (GMT). No. of bitstreams: 1
c95.3.1-2010.pdf: 2621255 bytes, checksum: 1532c2099bc6e02a89ee5127e793ab5b (MD5)
  Previous issue date: 2010",http://localhost:8080/xmlui/handle/108/124764,"Recommended Practice for Measurements and Computations of Electric, Magnetic, and Electromagnetic Fields with Respect to Human Exposure to Such Fields, 0 Hz to 100 kHz",,"Recommended Practice for Measurements and Computations of Electric, Magnetic, and Electromagnetic Fields with Respect to Human Exposure to Such Fields, 0 Hz to 100 kHz"
263,3de467bb-9129-47ae-b922-d12f8b327142,IEEE Std C37.82  : 1987,1987.0,"Made available in DSpace on 2017-02-23T06:01:16Z (GMT). No. of bitstreams: 1
c37.82-1987.pdf: 62596 bytes, checksum: 9edfe215d00bf621015e01350c0c686f (MD5)
  Previous issue date: 1987||Made available in DSpace on 2021-05-05T08:43:45Z (GMT). No. of bitstreams: 1
c37.82-1987.pdf: 62596 bytes, checksum: 9edfe215d00bf621015e01350c0c686f (MD5)
  Previous issue date: 1987",http://localhost:8080/xmlui/handle/108/124611,Standard for the qualification of switchgear assemblies for class 1E applications in nuclear power generating stations,,Standard for the qualification of switchgear assemblies for class 1E applications in nuclear power generating stations
264,3e8648de-75ae-45df-ad10-32263fbb8cd3,IEEE Std 1120  : 2004,2004.0,"Made available in DSpace on 2017-02-23T06:07:10Z (GMT). No. of bitstreams: 1
1120-2004.pdf: 852037 bytes, checksum: d0123e37c123da9a1ffb6e2f76f1bcd0 (MD5)
  Previous issue date: 2004||Made available in DSpace on 2021-05-05T08:54:23Z (GMT). No. of bitstreams: 1
1120-2004.pdf: 852037 bytes, checksum: d0123e37c123da9a1ffb6e2f76f1bcd0 (MD5)
  Previous issue date: 2004",http://localhost:8080/xmlui/handle/108/125118,"Guide for the Planning, Design, Installation, and Repair of Submarine Power Cable Systems",,"Guide for the Planning, Design, Installation, and Repair of Submarine Power Cable Systems"
265,3e9677e8-d37f-4522-adf3-6e184733a9cd,ieee Std 300  : 1988,1988.0,"Made available in DSpace on 2017-02-23T06:06:50Z (GMT). No. of bitstreams: 1
ieee std 300-1988.pdf: 484737 bytes, checksum: 5888104b34967ccd3400c092cd908361 (MD5)
  Previous issue date: 1988||Made available in DSpace on 2021-05-05T08:49:11Z (GMT). No. of bitstreams: 1
ieee std 300-1988.pdf: 484737 bytes, checksum: 5888104b34967ccd3400c092cd908361 (MD5)
  Previous issue date: 1988",http://localhost:8080/xmlui/handle/108/124931,Standard test procedures for semiconductor charged-particle detectors,,Standard test procedures for semiconductor charged-particle detectors
266,3ed818ff-a65a-4a23-b470-03af6e698b1d,IEEE Std C37.52  : 1974,1974.0,"Made available in DSpace on 2017-02-23T06:01:17Z (GMT). No. of bitstreams: 1
c37.52-1974.pdf: 73529 bytes, checksum: 977ca9ba69e90fc80ea21be425c765af (MD5)
  Previous issue date: 1974||Made available in DSpace on 2021-05-05T08:43:55Z (GMT). No. of bitstreams: 1
c37.52-1974.pdf: 73529 bytes, checksum: 977ca9ba69e90fc80ea21be425c765af (MD5)
  Previous issue date: 1974",http://localhost:8080/xmlui/handle/108/124622,American National Standard Test Procedures for Low-Voltage AC Power Circuit Protectors Used in Enclosures,,American National Standard Test Procedures for Low-Voltage AC Power Circuit Protectors Used in Enclosures
267,3f0abc0f-5c34-4eef-8961-6604d4d8d031,IEEE Std 1541  : 2002,2002.0,"Made available in DSpace on 2017-02-23T06:07:19Z (GMT). No. of bitstreams: 1
1541-2002.pdf: 499744 bytes, checksum: c5e2a6e3417ec6c21d9f53c9af76b0de (MD5)
  Previous issue date: 2002||Made available in DSpace on 2021-05-05T08:56:14Z (GMT). No. of bitstreams: 1
1541-2002.pdf: 499744 bytes, checksum: c5e2a6e3417ec6c21d9f53c9af76b0de (MD5)
  Previous issue date: 2002",http://localhost:8080/xmlui/handle/108/125204,Standard for Prefixes for Binary Multiples,,Standard for Prefixes for Binary Multiples
268,3f5454ca-2b63-4def-bbd1-dd981744cee1,ANSI C57.19.01  : 2000,2000.0,"Made available in DSpace on 2017-02-23T06:00:46Z (GMT). No. of bitstreams: 1
c57.19.01-2000.pdf: 1027059 bytes, checksum: 5bb26a23140afa891955e493c4e108b8 (MD5)
  Previous issue date: 2000||Made available in DSpace on 2021-05-05T08:48:07Z (GMT). No. of bitstreams: 1
c57.19.01-2000.pdf: 1027059 bytes, checksum: 5bb26a23140afa891955e493c4e108b8 (MD5)
  Previous issue date: 2000",http://localhost:8080/xmlui/handle/108/124337,Standard performance characteristics and dimensions for outdoor apparatus bushings,,Standard performance characteristics and dimensions for outdoor apparatus bushings
