,id,dc.contributor.author[],dc.date.issued[],dc.description.provenance[en],dc.identifier.uri,dc.title[],dc.title[en_US],MyTitle
201,2c23089c-7eec-4145-9924-a573fcd30609,IEEE Std 802.1AEbn-2011,2011.0,"Made available in DSpace on 2017-02-23T06:07:25Z (GMT). No. of bitstreams: 1
6047536.pdf: 588808 bytes, checksum: f4b350f82637941f4a5316dde1a230b2 (MD5)
  Previous issue date: 2011||Made available in DSpace on 2021-05-05T08:40:38Z (GMT). No. of bitstreams: 1
6047536.pdf: 588808 bytes, checksum: f4b350f82637941f4a5316dde1a230b2 (MD5)
  Previous issue date: 2011",http://localhost:8080/xmlui/handle/108/125256,IEEE Standard for Local and metropolitan area networks Media Access Control (MAC) Security Amendment 1: Galois Counter Mode Advanced Encryption Standard,,IEEE Standard for Local and metropolitan area networks Media Access Control (MAC) Security Amendment 1: Galois Counter Mode Advanced Encryption Standard
202,2ce60ba9-7e23-49c7-9cb1-848cee2445f3,IEEE Std 1484.11.3  : 2005,2005.0,"Made available in DSpace on 2017-02-23T06:07:15Z (GMT). No. of bitstreams: 1
1484.11.3-2005.pdf: 513989 bytes, checksum: 52e80de576accdf053bb96e93951c030 (MD5)
  Previous issue date: 2005||Made available in DSpace on 2021-05-05T08:54:55Z (GMT). No. of bitstreams: 1
1484.11.3-2005.pdf: 513989 bytes, checksum: 52e80de576accdf053bb96e93951c030 (MD5)
  Previous issue date: 2005",http://localhost:8080/xmlui/handle/108/125161,Standard for Learning Technology - Extensible Markup Language (XML) Schema Binding for Data Model for Content Object Communication,,Standard for Learning Technology - Extensible Markup Language (XML) Schema Binding for Data Model for Content Object Communication
203,2cf8d703-b72c-428e-a292-252f3c2cf0d9,ieee std 390  : 1987,1987.0,"Made available in DSpace on 2017-02-23T06:07:08Z (GMT). No. of bitstreams: 1
390-1987.pdf: 424147 bytes, checksum: 6fd8cd3aeb9d12d90c797d0442a34de6 (MD5)
  Previous issue date: 1987||Made available in DSpace on 2021-05-05T08:53:31Z (GMT). No. of bitstreams: 1
390-1987.pdf: 424147 bytes, checksum: 6fd8cd3aeb9d12d90c797d0442a34de6 (MD5)
  Previous issue date: 1987",http://localhost:8080/xmlui/handle/108/125100,Standard for pulse transformers,,Standard for pulse transformers
204,2d1210f9-dcbe-4a88-84da-3c6e1b8d9706,IEEE Std 1178  : 1990,1990.0,"Made available in DSpace on 2017-02-23T06:01:12Z (GMT). No. of bitstreams: 1
1178-1990.pdf: 609054 bytes, checksum: b06e98ec85b67b4c49e1887a448fc484 (MD5)
  Previous issue date: 1990||Made available in DSpace on 2021-05-05T08:43:13Z (GMT). No. of bitstreams: 1
1178-1990.pdf: 609054 bytes, checksum: b06e98ec85b67b4c49e1887a448fc484 (MD5)
  Previous issue date: 1990",http://localhost:8080/xmlui/handle/108/124578,Standard for the scheme programming language,,Standard for the scheme programming language
205,2d9c0ce2-2fa1-46ac-be0b-eb57ade8e5d7,IEEE Std 1725  : 2006,2006.0,"Made available in DSpace on 2017-02-23T06:01:28Z (GMT). No. of bitstreams: 1
1725-2006.pdf: 1594087 bytes, checksum: aa3cd5245b6363debd1a9b94a34658c8 (MD5)
  Previous issue date: 2006||Made available in DSpace on 2021-05-05T08:45:49Z (GMT). No. of bitstreams: 1
1725-2006.pdf: 1594087 bytes, checksum: aa3cd5245b6363debd1a9b94a34658c8 (MD5)
  Previous issue date: 2006",http://localhost:8080/xmlui/handle/108/124730,Standard for Rechargeable Batteries for Cellular Telephones,,Standard for Rechargeable Batteries for Cellular Telephones
206,2e4a0808-0783-4fce-8eeb-aa073fb63301,IEEE Std 820  : 2005,2005.0,"Made available in DSpace on 2017-02-23T06:06:58Z (GMT). No. of bitstreams: 1
820-2005.pdf: 494890 bytes, checksum: 9db539aa34a3e94954046ff338b8302d (MD5)
  Previous issue date: 2005||Made available in DSpace on 2021-05-05T08:50:50Z (GMT). No. of bitstreams: 1
820-2005.pdf: 494890 bytes, checksum: 9db539aa34a3e94954046ff338b8302d (MD5)
  Previous issue date: 2005",http://localhost:8080/xmlui/handle/108/125007,Standard Telephone Loop Performance Characteristics,,Standard Telephone Loop Performance Characteristics
207,2e7a2acd-4603-497a-a340-5a92e20606f5,IEEE Std 1450.2  : 2007||IEC 62527:2007,2007.0,"Made available in DSpace on 2017-02-23T06:07:17Z (GMT). No. of bitstreams: 1
1450.2-2007.pdf: 1134953 bytes, checksum: a39a98b0b0efeaf11c2e215ee571b847 (MD5)
  Previous issue date: 2007||Made available in DSpace on 2021-05-05T08:55:43Z (GMT). No. of bitstreams: 1
1450.2-2007.pdf: 1134953 bytes, checksum: a39a98b0b0efeaf11c2e215ee571b847 (MD5)
  Previous issue date: 2007",http://localhost:8080/xmlui/handle/108/125180,Standard for Extensions to Standard Test Interface Language (STIL) for DC Level Specification,,Standard for Extensions to Standard Test Interface Language (STIL) for DC Level Specification
208,2e968b9f-1cad-499e-a2cf-e37683c4dbfa,IEEE Std 1671.3  : 2007,2007.0,"Made available in DSpace on 2017-02-23T06:00:40Z (GMT). No. of bitstreams: 1
1671.3-2007.pdf: 738749 bytes, checksum: 984bc27bf9605aa1f87b297a4ced3fcc (MD5)
  Previous issue date: 2007||Made available in DSpace on 2021-05-05T08:45:57Z (GMT). No. of bitstreams: 1
1671.3-2007.pdf: 738749 bytes, checksum: 984bc27bf9605aa1f87b297a4ced3fcc (MD5)
  Previous issue date: 2007",http://localhost:8080/xmlui/handle/108/124292,Trial-Use Standard for Automatic Test Markup Language (ATML) for Exchanging Automatic Test Information via extensible Markup Language (XML): Exchanging Unit Under Test (UUT) Description Information,,Trial-Use Standard for Automatic Test Markup Language (ATML) for Exchanging Automatic Test Information via extensible Markup Language (XML): Exchanging Unit Under Test (UUT) Description Information
209,2ea81c37-fcf4-4c25-9928-20b6d59c28d2,IEEE Std 1671.5  : 2008,2008.0,"Made available in DSpace on 2017-02-23T06:01:29Z (GMT). No. of bitstreams: 1
1671.5-2008.pdf: 400125 bytes, checksum: fc5faf7c7fb3c1d48aa08f3e7d4a495d (MD5)
  Previous issue date: 2008||Made available in DSpace on 2021-05-05T08:46:00Z (GMT). No. of bitstreams: 1
1671.5-2008.pdf: 400125 bytes, checksum: fc5faf7c7fb3c1d48aa08f3e7d4a495d (MD5)
  Previous issue date: 2008",http://localhost:8080/xmlui/handle/108/124741,Trial-use standard for automatic test markup language (ATML) for exchanging automatic test information via XML: exchanging test adapter information,,Trial-use standard for automatic test markup language (ATML) for exchanging automatic test information via XML: exchanging test adapter information
210,2ee70ea3-df79-47d7-87cf-9b4e0eb50541,ANSI C57.91  : 1995 Cor 1  : 2002,2002.0,"Made available in DSpace on 2017-02-23T06:00:46Z (GMT). No. of bitstreams: 1
c57.91-1995 cor 1-2002.pdf: 109983 bytes, checksum: c86ac319ca86e97da08bedca94eca5e0 (MD5)
  Previous issue date: 2002||Made available in DSpace on 2021-05-05T08:56:51Z (GMT). No. of bitstreams: 1
c57.91-1995 cor 1-2002.pdf: 109983 bytes, checksum: c86ac319ca86e97da08bedca94eca5e0 (MD5)
  Previous issue date: 2002",http://localhost:8080/xmlui/handle/108/124341,Guide for loading mineral-oil- immersed transformers corrigendum 1,,Guide for loading mineral-oil- immersed transformers corrigendum 1
211,2ef7532b-be03-48fd-92c2-117812c85b30,IEEE Std 1531  : 2003,2003.0,"Made available in DSpace on 2017-02-23T06:07:20Z (GMT). No. of bitstreams: 1
1531-2003.pdf: 932987 bytes, checksum: ded3244691e528154c9a53b8723c32cd (MD5)
  Previous issue date: 2003||Made available in DSpace on 2021-05-05T08:56:43Z (GMT). No. of bitstreams: 1
1531-2003.pdf: 932987 bytes, checksum: ded3244691e528154c9a53b8723c32cd (MD5)
  Previous issue date: 2003",http://localhost:8080/xmlui/handle/108/125214,Guide for Application and Specification of Harmonic Filters,,Guide for Application and Specification of Harmonic Filters
212,2f4ae030-dc73-4deb-9590-3a138f5cb701,IEEE Std 1431  : 2004,2004.0,"Made available in DSpace on 2017-02-23T06:07:18Z (GMT). No. of bitstreams: 1
1431-2004.pdf: 987540 bytes, checksum: d876262daf7e56f177c24198d8e10cae (MD5)
  Previous issue date: 2004||Made available in DSpace on 2021-05-05T08:56:26Z (GMT). No. of bitstreams: 1
1431-2004.pdf: 987540 bytes, checksum: d876262daf7e56f177c24198d8e10cae (MD5)
  Previous issue date: 2004",http://localhost:8080/xmlui/handle/108/125196,Standard Specification Format Guide and Test Procedure for Coriolis Vibratory Gyros,,Standard Specification Format Guide and Test Procedure for Coriolis Vibratory Gyros
213,2f98a879-9de2-4038-93c9-7ceace563c49,IEEE Std 1478  : 2001,2001.0,"Made available in DSpace on 2017-02-23T06:07:23Z (GMT). No. of bitstreams: 1
1478-2001.pdf: 4691587 bytes, checksum: 31913dfd4f835d23f3909fd59c877388 (MD5)
  Previous issue date: 2001||Made available in DSpace on 2021-05-05T08:40:36Z (GMT). No. of bitstreams: 1
1478-2001.pdf: 4691587 bytes, checksum: 31913dfd4f835d23f3909fd59c877388 (MD5)
  Previous issue date: 2001",http://localhost:8080/xmlui/handle/108/125241,Standard for Environmental Conditions for Transit Rail Car Electronic Equipment,,Standard for Environmental Conditions for Transit Rail Car Electronic Equipment
214,2f9d44f0-0975-41f3-a59f-02f0b3247cc9,IEEE Std 802.11r  : 2008,2008.0,"Made available in DSpace on 2017-02-23T06:06:44Z (GMT). No. of bitstreams: 1
802.11r-2008.pdf: 1731996 bytes, checksum: 34452366415c1bf73c6b4e7f86401429 (MD5)
  Previous issue date: 2008||Made available in DSpace on 2021-05-05T08:49:09Z (GMT). No. of bitstreams: 1
802.11r-2008.pdf: 1731996 bytes, checksum: 34452366415c1bf73c6b4e7f86401429 (MD5)
  Previous issue date: 2008",http://localhost:8080/xmlui/handle/108/124882,Standard for information technology-telecommunications and information exchange between systems-local and metropolitan area networks-specific requirements part 11: wireless lan medium,,Standard for information technology-telecommunications and information exchange between systems-local and metropolitan area networks-specific requirements part 11: wireless lan medium
215,300164e5-00fd-4e62-b89a-3eaad32de773,ieee std 336  : 2005,2005.0,"Made available in DSpace on 2017-02-23T06:07:02Z (GMT). No. of bitstreams: 1
ieee std 336-2005.pdf: 622331 bytes, checksum: 779fa939b68ebb2170432db1cf2d3c02 (MD5)
  Previous issue date: 2005||Made available in DSpace on 2021-05-05T08:52:21Z (GMT). No. of bitstreams: 1
ieee std 336-2005.pdf: 622331 bytes, checksum: 779fa939b68ebb2170432db1cf2d3c02 (MD5)
  Previous issue date: 2005",http://localhost:8080/xmlui/handle/108/125042,"Guide for Installation, Inspection, and Testing for Class 1E Power, Instrumentation, and Control Equipment at Nuclear Facilities",,"Guide for Installation, Inspection, and Testing for Class 1E Power, Instrumentation, and Control Equipment at Nuclear Facilities"
216,30357dc8-d350-4a26-96fc-8ddbd8f383ba,IEEE Std 1477  : 1998,1998.0,"Made available in DSpace on 2017-02-23T06:07:20Z (GMT). No. of bitstreams: 1
1477-1998.pdf: 55572 bytes, checksum: 36cdec2f4f862c6a97e4979f5a00c179 (MD5)
  Previous issue date: 1998||Made available in DSpace on 2021-05-05T08:56:47Z (GMT). No. of bitstreams: 1
1477-1998.pdf: 55572 bytes, checksum: 36cdec2f4f862c6a97e4979f5a00c179 (MD5)
  Previous issue date: 1998",http://localhost:8080/xmlui/handle/108/125209,Standard for passenger information system for rail transit vehicles,,Standard for passenger information system for rail transit vehicles
217,30dbf171-9abc-484c-a123-fbb258e6211c,IEEE Std 43  : 2000(R2006),2000.0,"Made available in DSpace on 2017-02-23T06:07:09Z (GMT). No. of bitstreams: 1
ieee std 43-2000.pdf: 894962 bytes, checksum: 1f65299f3aefd0c7a16082356ef7d707 (MD5)
  Previous issue date: 2000||Made available in DSpace on 2021-05-05T08:53:00Z (GMT). No. of bitstreams: 1
ieee std 43-2000.pdf: 894962 bytes, checksum: 1f65299f3aefd0c7a16082356ef7d707 (MD5)
  Previous issue date: 2000",http://localhost:8080/xmlui/handle/108/125102,Recommended Practice for Testing Insulation Resistance of Rotating Machinery,,Recommended Practice for Testing Insulation Resistance of Rotating Machinery
218,311d81e7-3087-4bb0-b50d-1b245c7884f9,IEEE Std C37.12  : 2008,2008.0,"Made available in DSpace on 2017-02-23T06:01:17Z (GMT). No. of bitstreams: 1
c37.12-2008.pdf: 839867 bytes, checksum: 18ca7c9a642bb7427f71d7a3495b87ba (MD5)
  Previous issue date: 2008||Made available in DSpace on 2021-05-05T08:44:05Z (GMT). No. of bitstreams: 1
c37.12-2008.pdf: 839867 bytes, checksum: 18ca7c9a642bb7427f71d7a3495b87ba (MD5)
  Previous issue date: 2008",http://localhost:8080/xmlui/handle/108/124621,Guide for Specifications of High-Voltage Circuit Breakers (over 1000 Volts),,Guide for Specifications of High-Voltage Circuit Breakers (over 1000 Volts)
219,316c27da-e4dd-4a33-ae2a-d9af1b5493c1,IEEE Std C57.12.90  : 2006,2006.0,"Made available in DSpace on 2017-02-23T06:00:42Z (GMT). No. of bitstreams: 1
c57.12.90-2006.pdf: 1941415 bytes, checksum: 627462df98ad16fde1f4dd027fc90cee (MD5)
  Previous issue date: 2006||Made available in DSpace on 2021-05-05T08:48:42Z (GMT). No. of bitstreams: 1
c57.12.90-2006.pdf: 1941415 bytes, checksum: 627462df98ad16fde1f4dd027fc90cee (MD5)
  Previous issue date: 2006",http://localhost:8080/xmlui/handle/108/124301,"Standard Test Code for Liquid-Immersed Distribution, Power, and Regulating Transformers",,"Standard Test Code for Liquid-Immersed Distribution, Power, and Regulating Transformers"
220,32a55515-fb5c-483b-8951-64b6d22a3726,IEEE Std 1249  : 1996,1996.0,"Made available in DSpace on 2017-02-23T06:06:34Z (GMT). No. of bitstreams: 1
1249-1996.pdf: 704966 bytes, checksum: df9aceb3cb0fd6174f8e4a589821dcb9 (MD5)
  Previous issue date: 1996||Made available in DSpace on 2021-05-05T08:46:57Z (GMT). No. of bitstreams: 1
1249-1996.pdf: 704966 bytes, checksum: df9aceb3cb0fd6174f8e4a589821dcb9 (MD5)
  Previous issue date: 1996",http://localhost:8080/xmlui/handle/108/124789,Guide for computer-based control for hydroelectric power plant automation,,Guide for computer-based control for hydroelectric power plant automation
221,32bb7e27-0ca2-41eb-9b7b-4787b941bd63,IEEE Std C37.011  : 2005,2005.0,"Made available in DSpace on 2017-02-23T06:01:23Z (GMT). No. of bitstreams: 1
c37.011-2005.pdf: 1652981 bytes, checksum: 62e69679f50f1f49375d75126589ace1 (MD5)
  Previous issue date: 2005||Made available in DSpace on 2021-05-05T08:44:54Z (GMT). No. of bitstreams: 1
c37.011-2005.pdf: 1652981 bytes, checksum: 62e69679f50f1f49375d75126589ace1 (MD5)
  Previous issue date: 2005",http://localhost:8080/xmlui/handle/108/124679,Application Guide for Transient Recovery Voltage for AC High-Voltage Circuit Breakers,,Application Guide for Transient Recovery Voltage for AC High-Voltage Circuit Breakers
222,334e6d28-8d6e-44a3-8d05-16bde5e13549,IEEE Std 1660  : 2008,2008.0,"Made available in DSpace on 2017-02-23T06:01:25Z (GMT). No. of bitstreams: 1
1660-2008.pdf: 662599 bytes, checksum: d133ba048cf273896bc40a618f450dba (MD5)
  Previous issue date: 2008||Made available in DSpace on 2021-05-05T08:45:17Z (GMT). No. of bitstreams: 1
1660-2008.pdf: 662599 bytes, checksum: d133ba048cf273896bc40a618f450dba (MD5)
  Previous issue date: 2008",http://localhost:8080/xmlui/handle/108/124701,Guide for application and management of stationary batteries used in cycling service,,Guide for application and management of stationary batteries used in cycling service
223,33c30683-4fd6-40ea-b249-49609015a42f,IEEE Std 1450.6.1  : 2009,2009.0,"Made available in DSpace on 2017-02-23T06:07:21Z (GMT). No. of bitstreams: 1
1450.6.1-2009.pdf: 1541518 bytes, checksum: b7f26fbe11b3a89282fd5d00dd82cfe5 (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-05T08:56:48Z (GMT). No. of bitstreams: 1
1450.6.1-2009.pdf: 1541518 bytes, checksum: b7f26fbe11b3a89282fd5d00dd82cfe5 (MD5)
  Previous issue date: 2009",http://localhost:8080/xmlui/handle/108/125217,Standard for Describing On-Chip Scan Compression,,Standard for Describing On-Chip Scan Compression
224,33e8a885-5376-4876-b94d-5bc7b9c80223,ANSI C62.22  : 2009,2009.0,"Made available in DSpace on 2017-02-23T06:00:54Z (GMT). No. of bitstreams: 1
c62.22-2009.pdf: 2957128 bytes, checksum: 7e73563710a9951d81f475788f05a48b (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-05T08:41:14Z (GMT). No. of bitstreams: 1
c62.22-2009.pdf: 2957128 bytes, checksum: 7e73563710a9951d81f475788f05a48b (MD5)
  Previous issue date: 2009",http://localhost:8080/xmlui/handle/108/124411,Guide for the Application of Metal-Oxide Surge Arresters for Alternating-Current Systems,,Guide for the Application of Metal-Oxide Surge Arresters for Alternating-Current Systems
225,340af5f5-a8a6-4854-9ed3-417e70db7fca,IEEE Std 1175.4  : 2008,2008.0,"Made available in DSpace on 2017-02-23T06:07:07Z (GMT). No. of bitstreams: 1
1175.4-2008.pdf: 1270252 bytes, checksum: 167cdffc2eccba56f834986f10c6352b (MD5)
  Previous issue date: 2008||Made available in DSpace on 2021-05-05T08:53:20Z (GMT). No. of bitstreams: 1
1175.4-2008.pdf: 1270252 bytes, checksum: 167cdffc2eccba56f834986f10c6352b (MD5)
  Previous issue date: 2008",http://localhost:8080/xmlui/handle/108/125085,Standard for CASE Tool Interconnections--Reference Model for Specifying System Behavior,,Standard for CASE Tool Interconnections--Reference Model for Specifying System Behavior
226,3460e186-0c44-44bc-a20a-52339f899001,IEEE Std 1379  : 2000,2000.0,"Made available in DSpace on 2017-02-23T06:06:32Z (GMT). No. of bitstreams: 1
1379-2000.pdf: 501321 bytes, checksum: d120eb6046692f214fcef37e60771452 (MD5)
  Previous issue date: 2000||Made available in DSpace on 2021-05-05T08:46:52Z (GMT). No. of bitstreams: 1
1379-2000.pdf: 501321 bytes, checksum: d120eb6046692f214fcef37e60771452 (MD5)
  Previous issue date: 2000",http://localhost:8080/xmlui/handle/108/124778,Recommended practice for data communications between remote terminal units and intelligent electronic devices in a substation,,Recommended practice for data communications between remote terminal units and intelligent electronic devices in a substation
227,349913a9-82ec-49f7-98f2-77ff97761ad1,ANSI C57.98  : 1993,1993.0,"Made available in DSpace on 2017-02-23T06:00:44Z (GMT). No. of bitstreams: 1
c57.98-1993.pdf: 733197 bytes, checksum: 0e6502360e8ff177c6ec938c815bd43d (MD5)
  Previous issue date: 1993||Made available in DSpace on 2021-05-05T08:45:47Z (GMT). No. of bitstreams: 1
c57.98-1993.pdf: 733197 bytes, checksum: 0e6502360e8ff177c6ec938c815bd43d (MD5)
  Previous issue date: 1993",http://localhost:8080/xmlui/handle/108/124323,Guide for transformer impulse tests,,Guide for transformer impulse tests
228,34b75a13-5b95-424f-a02a-05802f0750c6,IEEE Std 1015  : 2006,2006.0,"Made available in DSpace on 2017-02-23T06:07:09Z (GMT). No. of bitstreams: 2
1015-2006c2.pdf: 337293 bytes, checksum: b426cd31d496fd8565cbbb54a01b9a0e (MD5)
1015-2006.pdf: 4315431 bytes, checksum: 62891edad57482addda55355c27f5805 (MD5)
  Previous issue date: 2006||Made available in DSpace on 2021-05-05T08:54:06Z (GMT). No. of bitstreams: 2
1015-2006c2.pdf: 337293 bytes, checksum: b426cd31d496fd8565cbbb54a01b9a0e (MD5)
1015-2006.pdf: 4315431 bytes, checksum: 62891edad57482addda55355c27f5805 (MD5)
  Previous issue date: 2006",http://localhost:8080/xmlui/handle/108/125104,Recommended Practice for Applying Low Voltage Circuit Breakers Used in Industrial and Commercial Power Systems,,Recommended Practice for Applying Low Voltage Circuit Breakers Used in Industrial and Commercial Power Systems
229,34da3d95-829e-4d63-b986-71d3ea0a6e1d,IEEE Std 1801  : 2009,2009.0,"Made available in DSpace on 2017-02-23T06:01:28Z (GMT). No. of bitstreams: 1
1801-2009.pdf: 1994155 bytes, checksum: a598c99172780e6ff0c8641413d03d9f (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-05T08:45:43Z (GMT). No. of bitstreams: 1
1801-2009.pdf: 1994155 bytes, checksum: a598c99172780e6ff0c8641413d03d9f (MD5)
  Previous issue date: 2009",http://localhost:8080/xmlui/handle/108/124726,Standard for Design and Verification of Low Power Integrated Circuits,,Standard for Design and Verification of Low Power Integrated Circuits
230,34f641af-ead6-48d4-8f3f-ee9de6a28bb1,IEEE Std C37.92  : 2005,2005.0,"Made available in DSpace on 2017-02-23T06:01:12Z (GMT). No. of bitstreams: 1
c37.92-2005.pdf: 339245 bytes, checksum: 3a257fae3caef1c6ff2616299ac03ea2 (MD5)
  Previous issue date: 2005||Made available in DSpace on 2021-05-05T08:43:21Z (GMT). No. of bitstreams: 1
c37.92-2005.pdf: 339245 bytes, checksum: 3a257fae3caef1c6ff2616299ac03ea2 (MD5)
  Previous issue date: 2005",http://localhost:8080/xmlui/handle/108/124581,Standard for Analog Inputs to Protective Relays from Electronic Voltage and Current Transducers,,Standard for Analog Inputs to Protective Relays from Electronic Voltage and Current Transducers
231,35171821-b9fd-4fce-b301-e90f1389534f,IEEE Std 802.17a  : 2004,2004.0,"Made available in DSpace on 2017-02-23T06:07:15Z (GMT). No. of bitstreams: 1
802.17a-2004.pdf: 75673 bytes, checksum: ae73fca6d84c37e7b1b1438bb0bac8b3 (MD5)
  Previous issue date: 2004||Made available in DSpace on 2021-05-05T08:55:59Z (GMT). No. of bitstreams: 1
802.17a-2004.pdf: 75673 bytes, checksum: ae73fca6d84c37e7b1b1438bb0bac8b3 (MD5)
  Previous issue date: 2004",http://localhost:8080/xmlui/handle/108/125160,Standard for Local and Metropolitan Area Networks: Media Access Control (MAC) Bridges Amendment 1: Bridging of IEEE 802.17,,Standard for Local and Metropolitan Area Networks: Media Access Control (MAC) Bridges Amendment 1: Bridging of IEEE 802.17
232,3581d633-4a82-4d34-b262-0eebfdbebd44,IEEE Std 1361  : 2003,2003.0,"Made available in DSpace on 2017-02-23T06:06:36Z (GMT). No. of bitstreams: 1
1361-2003.pdf: 425441 bytes, checksum: 41ed668ff34aaa25797fd20eb3585a0c (MD5)
  Previous issue date: 2003||Made available in DSpace on 2021-05-05T08:47:26Z (GMT). No. of bitstreams: 1
1361-2003.pdf: 425441 bytes, checksum: 41ed668ff34aaa25797fd20eb3585a0c (MD5)
  Previous issue date: 2003",http://localhost:8080/xmlui/handle/108/124806,"Guide for selection, charging, test, and evaluation of lead-acid batteries used in stand-alone photovoltaic (pv) systems",,"Guide for selection, charging, test, and evaluation of lead-acid batteries used in stand-alone photovoltaic (pv) systems"
233,35e97d10-c57d-46f2-a507-b532ddaabd40,IEEE Std 1671.4  : 2007,2007.0,"Made available in DSpace on 2017-02-23T06:01:17Z (GMT). No. of bitstreams: 1
1671.4-2007.pdf: 756134 bytes, checksum: 1ede13b69e7fc5fdac6125f262f8aa42 (MD5)
  Previous issue date: 2007||Made available in DSpace on 2021-05-05T08:43:55Z (GMT). No. of bitstreams: 1
1671.4-2007.pdf: 756134 bytes, checksum: 1ede13b69e7fc5fdac6125f262f8aa42 (MD5)
  Previous issue date: 2007",http://localhost:8080/xmlui/handle/108/124628,Trial-Use Standard for Automatic Test Markup Language (ATML) for Exchanging Automatic Test Information via extensible Markup Language (XML): Exchanging Test Configuration Information,,Trial-Use Standard for Automatic Test Markup Language (ATML) for Exchanging Automatic Test Information via extensible Markup Language (XML): Exchanging Test Configuration Information
234,361decae-b0e0-42a4-b701-44c125bf5fe6,IEEE Std 1076.2  : 1996,1996.0,"Made available in DSpace on 2017-02-23T06:07:13Z (GMT). No. of bitstreams: 1
1076.2-1996.pdf: 8723 bytes, checksum: f4bdd154d491f4b14271f589d0f4ba93 (MD5)
  Previous issue date: 1996||Made available in DSpace on 2021-05-05T08:55:13Z (GMT). No. of bitstreams: 1
1076.2-1996.pdf: 8723 bytes, checksum: f4bdd154d491f4b14271f589d0f4ba93 (MD5)
  Previous issue date: 1996",http://localhost:8080/xmlui/handle/108/125145,Standard VHDL mathematical packages,,Standard VHDL mathematical packages
235,36da5931-db3a-4e8f-9dad-d0e676ec1703,IEEE Std 1012-2012,2012.0,"Made available in DSpace on 2017-02-23T06:07:25Z (GMT). No. of bitstreams: 1
6204026.pdf: 8912885 bytes, checksum: f3360a22ff77ff32aa8b6f30b8f1ac17 (MD5)
  Previous issue date: 2012||Made available in DSpace on 2021-05-05T08:40:32Z (GMT). No. of bitstreams: 1
6204026.pdf: 8912885 bytes, checksum: f3360a22ff77ff32aa8b6f30b8f1ac17 (MD5)
  Previous issue date: 2012",http://localhost:8080/xmlui/handle/108/125255,IEEE Standard for System and Software Verification and Validation,,IEEE Standard for System and Software Verification and Validation
236,36f955ad-57be-4c53-b829-4daf2783f477,IEEE Std 802.16f  : 2005,2005.0,"Made available in DSpace on 2017-02-23T06:06:41Z (GMT). No. of bitstreams: 1
802.16f-2005.pdf: 8723 bytes, checksum: f4bdd154d491f4b14271f589d0f4ba93 (MD5)
  Previous issue date: 2005||Made available in DSpace on 2021-05-05T08:47:38Z (GMT). No. of bitstreams: 1
802.16f-2005.pdf: 8723 bytes, checksum: f4bdd154d491f4b14271f589d0f4ba93 (MD5)
  Previous issue date: 2005",http://localhost:8080/xmlui/handle/108/124853,Standard for Local and metropolitan area networks Part 16: Air Interface for Fixed Broadband Wireless Access Systems- Amendment 1: Management Information Base,,Standard for Local and metropolitan area networks Part 16: Air Interface for Fixed Broadband Wireless Access Systems- Amendment 1: Management Information Base
237,372614a9-175d-48c9-bc7d-913fe60c5640,IEEE Std 260.1?  : 2004,2004.0,"Made available in DSpace on 2017-02-23T06:07:13Z (GMT). No. of bitstreams: 1
ieee std 260.1-2004.pdf: 208595 bytes, checksum: 0a7c4c7f2d986638602156523935d770 (MD5)
  Previous issue date: 2004||Made available in DSpace on 2021-05-05T08:55:46Z (GMT). No. of bitstreams: 1
ieee std 260.1-2004.pdf: 208595 bytes, checksum: 0a7c4c7f2d986638602156523935d770 (MD5)
  Previous issue date: 2004",http://localhost:8080/xmlui/handle/108/125148,Standard Letter Symbols for Units of Measurement,,Standard Letter Symbols for Units of Measurement
238,372f473c-7ccc-4c79-81b7-3397fb5697d9,ieee std 323  : 2003,2003.0,"Made available in DSpace on 2017-02-23T06:06:46Z (GMT). No. of bitstreams: 1
ieee std 323-2003.pdf: 734138 bytes, checksum: f591053c9567d4444c8445e4fbbc754a (MD5)
  Previous issue date: 2003||Made available in DSpace on 2021-05-05T08:49:15Z (GMT). No. of bitstreams: 1
ieee std 323-2003.pdf: 734138 bytes, checksum: f591053c9567d4444c8445e4fbbc754a (MD5)
  Previous issue date: 2003",http://localhost:8080/xmlui/handle/108/124895,IEEE standard for qualifying class 1E equipment for nuclear power generating stations,,IEEE standard for qualifying class 1E equipment for nuclear power generating stations
239,3752784e-26cc-45df-b9b9-47191a27a71e,IEEE Std 1573  : 2003,2003.0,"Made available in DSpace on 2017-02-23T06:00:36Z (GMT). No. of bitstreams: 1
1573-2003.pdf: 1978072 bytes, checksum: 4b83d3c430304efa4f9fa40640a30d3d (MD5)
  Previous issue date: 2003||Made available in DSpace on 2021-05-05T08:41:01Z (GMT). No. of bitstreams: 1
1573-2003.pdf: 1978072 bytes, checksum: 4b83d3c430304efa4f9fa40640a30d3d (MD5)
  Previous issue date: 2003",http://localhost:8080/xmlui/handle/108/124263,"Recommended Practice for Electronic Power Subsystems: Parameters, Interfaces, Elements, and Performance",,"Recommended Practice for Electronic Power Subsystems: Parameters, Interfaces, Elements, and Performance"
