id,collection,dc.contributor.author[],dc.date.accessioned,dc.date.accessioned[],dc.date.available,dc.date.available[],dc.date.issued[],dc.description.provenance[en],dc.description.sponsorship[],dc.description[],dc.identifier.uri,dc.publisher[],dc.publisher[en_US],dc.source[],dc.subject[],dc.subject[en_US],dc.title.alternative[],dc.title[],dc.title[en_US],dc.type[]
"c0b026fb-f50e-4de6-8aa2-abd136b5844f","108/39","ARDE","2021-05-20T05:26:45Z","2018-04-06T05:24:27Z","2021-05-20T05:26:45Z","2018-04-06T05:24:27Z","2018","Made available in DSpace on 2018-04-06T05:24:27Z (GMT). No. of bitstreams: 3
pack how1.jpg: 254433 bytes, checksum: aef8002f1df463c5b33da48d7889d166 (MD5)
pack how2.jpg: 245242 bytes, checksum: 342078e4c3fe87cd914e334d734b211c (MD5)
pack how3.jpg: 297892 bytes, checksum: 5a9c71053863bd176e2b125c79a8e09f (MD5)
  Previous issue date: 2018||Made available in DSpace on 2021-05-20T05:26:45Z (GMT). No. of bitstreams: 3
pack how1.jpg: 254433 bytes, checksum: aef8002f1df463c5b33da48d7889d166 (MD5)
pack how2.jpg: 245242 bytes, checksum: 342078e4c3fe87cd914e334d734b211c (MD5)
pack how3.jpg: 297892 bytes, checksum: 5a9c71053863bd176e2b125c79a8e09f (MD5)
  Previous issue date: 2018",,,"http://localhost:8080/xmlui/handle/108/153168",,,,,,,"PACK HOW",,
"c0bd2fed-8677-4755-8c45-ba2828aa5de3","108/39",,"2021-05-20T05:26:12Z","2016-12-08T10:41:44Z","2021-05-20T05:26:12Z","2016-12-08T10:41:44Z",,"Made available in DSpace on 2016-12-08T10:41:44Z (GMT). No. of bitstreams: 1
pcbrtr~2.jpg: 44616 bytes, checksum: cab6d1f07975964e5f0e5ee5120efe91 (MD5)||Made available in DSpace on 2021-05-20T05:26:12Z (GMT). No. of bitstreams: 1
pcbrtr~2.jpg: 44616 bytes, checksum: cab6d1f07975964e5f0e5ee5120efe91 (MD5)",,,"http://localhost:8080/xmlui/handle/108/84502",,,,"ARDE||Products||Warhead||Trial",,,"PCB RTRS",,
"c0c1fb9e-73c2-43a3-bbf1-bead9bbc62d7","108/39",,"2021-05-20T05:24:30Z","2016-12-08T10:41:38Z","2021-05-20T05:24:30Z","2016-12-08T10:41:38Z","2009","Made available in DSpace on 2016-12-08T10:41:38Z (GMT). No. of bitstreams: 1
ccc hs 12_2.jpg: 153100 bytes, checksum: 72f6ec12c62135c1815163b8776410b3 (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-20T05:24:30Z (GMT). No. of bitstreams: 1
ccc hs 12_2.jpg: 153100 bytes, checksum: 72f6ec12c62135c1815163b8776410b3 (MD5)
  Previous issue date: 2009",,,"http://localhost:8080/xmlui/handle/108/84452",,,,"ARDE||Products||Air Armament||Power Cartridge",,,"CCC HS 12 2",,
"c11a8174-7b48-415a-affe-ab301b359016","108/39",,"2021-05-20T05:23:41Z","2016-12-08T10:41:34Z","2021-05-20T05:23:41Z","2016-12-08T10:41:34Z",,"Made available in DSpace on 2016-12-08T10:41:34Z (GMT). No. of bitstreams: 1
gen roychowdhary showing keen intrest in insas.jpg: 25245727 bytes, checksum: 6862603017126e9cb3e72115e993a5ef (MD5)||Made available in DSpace on 2021-05-20T05:23:41Z (GMT). No. of bitstreams: 1
gen roychowdhary showing keen intrest in insas.jpg: 25245727 bytes, checksum: 6862603017126e9cb3e72115e993a5ef (MD5)",,,"http://localhost:8080/xmlui/handle/108/84410",,,,"ARDE||Products||visits||Gen RoyChowdhary||Insas",,,"Gen RoyChowdhary showing keen intrest in INSAS",,
"c1c51684-ba7e-43ed-be43-89927ac6f0f5","108/39",,"2021-05-20T05:23:31Z","2016-12-08T10:41:34Z","2021-05-20T05:23:31Z","2016-12-08T10:41:34Z","2009","Made available in DSpace on 2016-12-08T10:41:34Z (GMT). No. of bitstreams: 1
fig 42 lwt target effect 3.jpg: 1464246 bytes, checksum: 133f9d53c5354c13acba517e2f1ba43b (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-20T05:23:31Z (GMT). No. of bitstreams: 1
fig 42 lwt target effect 3.jpg: 1464246 bytes, checksum: 133f9d53c5354c13acba517e2f1ba43b (MD5)
  Previous issue date: 2009",,,"http://localhost:8080/xmlui/handle/108/84404",,,,"ARDE||Products||Warhead",,,"LWT target effect",,
"c2415fb4-71be-4434-b687-9aa430c342e9","108/39",,"2021-05-20T05:23:50Z","2016-12-08T10:41:35Z","2021-05-20T05:23:50Z","2016-12-08T10:41:35Z",,"Made available in DSpace on 2016-12-08T10:41:35Z (GMT). No. of bitstreams: 1
image2.jpg: 1591834 bytes, checksum: 34575fb211d664a3d8114a0f5ec576ab (MD5)||Made available in DSpace on 2021-05-20T05:23:50Z (GMT). No. of bitstreams: 1
image2.jpg: 1591834 bytes, checksum: 34575fb211d664a3d8114a0f5ec576ab (MD5)",,,"http://localhost:8080/xmlui/handle/108/84418",,,,"ARDE||Products||PGM",,,"PGM",,
"c3099824-435d-47a2-b6a0-7f93b5ff5724","108/39",,"2021-05-20T05:22:50Z","2016-12-08T10:41:30Z","2021-05-20T05:22:50Z","2016-12-08T10:41:30Z",,"Made available in DSpace on 2016-12-08T10:41:30Z (GMT). No. of bitstreams: 1
image 02.bmp: 921654 bytes, checksum: 51f3b89338fc86daa22e89fd8d93771c (MD5)||Made available in DSpace on 2021-05-20T05:22:50Z (GMT). No. of bitstreams: 1
image 02.bmp: 921654 bytes, checksum: 51f3b89338fc86daa22e89fd8d93771c (MD5)",,,"http://localhost:8080/xmlui/handle/108/84364",,,,"ARDE||Products||Ballistics",,,"Ballistics",,
"c41b4496-51fe-4782-8144-482ab4f63dc7","108/39",,"2021-05-20T05:26:20Z","2016-12-08T10:41:45Z","2021-05-20T05:26:20Z","2016-12-08T10:41:45Z",,"Made available in DSpace on 2016-12-08T10:41:45Z (GMT). No. of bitstreams: 1
dsc00048.jpg: 1120680 bytes, checksum: ec810071614e4b8d3e2aaaf494b64202 (MD5)||Made available in DSpace on 2021-05-20T05:26:20Z (GMT). No. of bitstreams: 1
dsc00048.jpg: 1120680 bytes, checksum: ec810071614e4b8d3e2aaaf494b64202 (MD5)",,,"http://localhost:8080/xmlui/handle/108/84515",,,,"ARDE||Products||UBGL||Under Barrel Grenade Launcher",,,"UBGL cold climate trial",,
"c41e945a-7dc6-4bbf-b183-faf138d82c04","108/39",,"2021-05-20T05:22:05Z","2016-12-08T10:41:28Z","2021-05-20T05:22:05Z","2016-12-08T10:41:28Z","2009","Made available in DSpace on 2016-12-08T10:41:28Z (GMT). No. of bitstreams: 1
slide7.jpg: 47030 bytes, checksum: 72f7fa558f81671c2912be29ce34afc1 (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-20T05:22:05Z (GMT). No. of bitstreams: 1
slide7.jpg: 47030 bytes, checksum: 72f7fa558f81671c2912be29ce34afc1 (MD5)
  Previous issue date: 2009",,,"http://localhost:8080/xmlui/handle/108/84335",,,,"ARDE||Products||Arjun MBT||120mm guns||tank guns",,,"120 mm Ordance Layout",,
"c4c409e7-676d-452b-9029-de3deab72538","108/39",,"2021-05-20T05:19:58Z","2017-01-23T07:36:48Z","2021-05-20T05:19:58Z","2017-01-23T07:36:48Z","2015","Made available in DSpace on 2017-01-23T07:36:48Z (GMT). No. of bitstreams: 5
dsc_0015.jpg: 33930 bytes, checksum: bc0e2d6d0253e033f36e65fd16698769 (MD5)
dsc_0031.jpg: 31575 bytes, checksum: 583ebb46dbc02cee2024a603f6417c18 (MD5)
dsc_0039.jpg: 38167 bytes, checksum: e4f8972229b94ab1e6c90a4ac7b1cee0 (MD5)
dsc_0051.jpg: 35369 bytes, checksum: bce85f82f2505d99e8e5d79341d8c99d (MD5)
dsc_0062.jpg: 22054 bytes, checksum: d0eacadcbf97241eac6b55d8e26add0c (MD5)
  Previous issue date: 2015||Made available in DSpace on 2021-05-20T05:19:58Z (GMT). No. of bitstreams: 5
dsc_0015.jpg: 33930 bytes, checksum: bc0e2d6d0253e033f36e65fd16698769 (MD5)
dsc_0031.jpg: 31575 bytes, checksum: 583ebb46dbc02cee2024a603f6417c18 (MD5)
dsc_0039.jpg: 38167 bytes, checksum: e4f8972229b94ab1e6c90a4ac7b1cee0 (MD5)
dsc_0051.jpg: 35369 bytes, checksum: bce85f82f2505d99e8e5d79341d8c99d (MD5)
dsc_0062.jpg: 22054 bytes, checksum: d0eacadcbf97241eac6b55d8e26add0c (MD5)
  Previous issue date: 2015",,,"http://localhost:8080/xmlui/handle/108/123925",,,,,,,"VIP VISIT OF SHRI JAIDEEP GOVIND ADDL. SECRETARY , MIN OF HOME AFFAIRS",,
"c542c680-676b-41ee-a83d-79f2ed351d20","108/39",,"2021-05-20T05:19:07Z","2016-12-08T10:41:10Z","2021-05-20T05:19:07Z","2016-12-08T10:41:10Z","2009","Made available in DSpace on 2016-12-08T10:41:10Z (GMT). No. of bitstreams: 1
blast isolator.jpg: 14824 bytes, checksum: 27c6173ff995370ef17c58568e35c44e (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-20T05:19:07Z (GMT). No. of bitstreams: 1
blast isolator.jpg: 14824 bytes, checksum: 27c6173ff995370ef17c58568e35c44e (MD5)
  Previous issue date: 2009",,,"http://localhost:8080/xmlui/handle/108/84143",,,,"ARDE||Products||Air Armament",,,"BLAST ISOLATOR",,
"c557c8a1-dbd6-4f5f-abe8-ae572548b9b6","108/39","ARDE","2021-05-20T05:27:35Z","2018-04-06T05:24:28Z","2021-05-20T05:27:35Z","2018-04-06T05:24:28Z","2018","Made available in DSpace on 2018-04-06T05:24:28Z (GMT). No. of bitstreams: 1
125 mm fsapds mkii shot assembly.tif: 21015258 bytes, checksum: 406fa14349b945b9e1ff87bd213114e9 (MD5)
  Previous issue date: 2018||Made available in DSpace on 2021-05-20T05:27:35Z (GMT). No. of bitstreams: 1
125 mm fsapds mkii shot assembly.tif: 21015258 bytes, checksum: 406fa14349b945b9e1ff87bd213114e9 (MD5)
  Previous issue date: 2018",,,"http://localhost:8080/xmlui/handle/108/153178",,,,,,,"125 mm FSAPDS MkII SHOT ASSEMBLY",,
"c70f6015-3847-4bc0-bc4a-8993606af348","108/39",,"2021-05-20T05:26:40Z","2016-12-08T10:41:47Z","2021-05-20T05:26:40Z","2016-12-08T10:41:47Z",,"Made available in DSpace on 2016-12-08T10:41:47Z (GMT). No. of bitstreams: 1
ph81c0~1.jpg: 1994015 bytes, checksum: 92f2259546d6853a3c32bddcf5307d7a (MD5)||Made available in DSpace on 2021-05-20T05:26:40Z (GMT). No. of bitstreams: 1
ph81c0~1.jpg: 1994015 bytes, checksum: 92f2259546d6853a3c32bddcf5307d7a (MD5)",,,"http://localhost:8080/xmlui/handle/108/84529",,,,"ARDE||Support Facilities||TIRC||Library",,,"Book Exibition  inauguration Program",,
"c776cf80-f55e-46da-b747-fc5389cee19d","108/39",,"2021-05-20T05:21:06Z","2016-12-08T10:41:23Z","2021-05-20T05:21:06Z","2016-12-08T10:41:23Z","2009","Made available in DSpace on 2016-12-08T10:41:23Z (GMT). No. of bitstreams: 1
aircraft1.jpg: 96926 bytes, checksum: a534eaae3f488c4c28d07159ed150d7b (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-20T05:21:06Z (GMT). No. of bitstreams: 1
aircraft1.jpg: 96926 bytes, checksum: a534eaae3f488c4c28d07159ed150d7b (MD5)
  Previous issue date: 2009",,,"http://localhost:8080/xmlui/handle/108/84283",,,,"ARDE||Products||Air Armament",,,"Aircraft",,
"c82bd1d3-e1f4-40be-a83a-2c9d6a76a2bf","108/39","ARDE","2021-05-20T05:27:31Z","2018-04-06T05:24:31Z","2021-05-20T05:27:31Z","2018-04-06T05:24:31Z","2018","Made available in DSpace on 2018-04-06T05:24:31Z (GMT). No. of bitstreams: 1
directional blast wh.png: 83889 bytes, checksum: 7af70db2535153731e2e119b02903fe5 (MD5)
  Previous issue date: 2018||Made available in DSpace on 2021-05-20T05:27:31Z (GMT). No. of bitstreams: 1
directional blast wh.png: 83889 bytes, checksum: 7af70db2535153731e2e119b02903fe5 (MD5)
  Previous issue date: 2018",,,"http://localhost:8080/xmlui/handle/108/153197",,,,,,,"Directional blast Wh",,
"c8970058-fb48-4b9c-b727-67141fa5522a","108/39",,"2021-05-20T05:22:27Z","2016-12-08T10:40:58Z","2021-05-20T05:22:27Z","2016-12-08T10:40:58Z",,"Made available in DSpace on 2016-12-08T10:40:58Z (GMT). No. of bitstreams: 1
lt gen noble tamburaj-3.jpg: 2186684 bytes, checksum: 98c62da5c7508b20c6d0b054f25f76a1 (MD5)||Made available in DSpace on 2021-05-20T05:22:27Z (GMT). No. of bitstreams: 1
lt gen noble tamburaj-3.jpg: 2186684 bytes, checksum: 98c62da5c7508b20c6d0b054f25f76a1 (MD5)",,,"http://localhost:8080/xmlui/handle/108/84039",,,,"ARDE||Visits||Lt Gen Noble Tambur",,,"Lt Gen Noble Tamburaj",,
"c8f2bc45-d04d-4836-bd68-8c31996ce6c8","108/39",,"2021-05-20T05:24:17Z","2016-12-08T10:41:37Z","2021-05-20T05:24:17Z","2016-12-08T10:41:37Z","2009","Made available in DSpace on 2016-12-08T10:41:37Z (GMT). No. of bitstreams: 1
fig 7 akash warhead.bmp: 3686454 bytes, checksum: bd77ca3941ad44c72b4f2d14fdcdd727 (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-20T05:24:17Z (GMT). No. of bitstreams: 1
fig 7 akash warhead.bmp: 3686454 bytes, checksum: bd77ca3941ad44c72b4f2d14fdcdd727 (MD5)
  Previous issue date: 2009",,,"http://localhost:8080/xmlui/handle/108/84442",,,,"ARDE||Products||Warhead",,,"Akash Warhead",,
"c997fcc9-4acb-4d9a-a0b2-6200c5c473d7","108/39",,"2021-05-20T05:20:41Z","2016-12-08T10:41:20Z","2021-05-20T05:20:41Z","2016-12-08T10:41:20Z","2009","Made available in DSpace on 2016-12-08T10:41:20Z (GMT). No. of bitstreams: 1
bar munition1.jpg: 15607 bytes, checksum: cd29e02b39d62f89a71a481371fb8381 (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-20T05:20:41Z (GMT). No. of bitstreams: 1
bar munition1.jpg: 15607 bytes, checksum: cd29e02b39d62f89a71a481371fb8381 (MD5)
  Previous issue date: 2009",,,"http://localhost:8080/xmlui/handle/108/84250",,,,"ARDE||Products||Bar mine",,,"BAR MUNITION1",,
"c9b18228-2145-4f65-a604-9cbe5b0e6ac0","108/39",,"2021-05-20T05:22:01Z","2016-12-08T10:41:27Z","2021-05-20T05:22:01Z","2016-12-08T10:41:27Z","2009","Made available in DSpace on 2016-12-08T10:41:27Z (GMT). No. of bitstreams: 1
flow forming-2.jpg: 19481 bytes, checksum: 20bfdb764d78daa3256fad263751bc92 (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-20T05:22:01Z (GMT). No. of bitstreams: 1
flow forming-2.jpg: 19481 bytes, checksum: 20bfdb764d78daa3256fad263751bc92 (MD5)
  Previous issue date: 2009",,,"http://localhost:8080/xmlui/handle/108/84331",,,,"ARDE||Production Facilit||Warhead",,,"FLOW FORMING",,
"ca079b8a-ea23-472f-9c64-4e8d54c5ba1c","108/39",,"2021-05-20T05:19:37Z","2016-12-08T10:41:12Z","2021-05-20T05:19:37Z","2016-12-08T10:41:12Z","2009","Made available in DSpace on 2016-12-08T10:41:12Z (GMT). No. of bitstreams: 1
picture6.1.jpg: 67260 bytes, checksum: 5fcce74fd17aa0d28d85fba844fcc604 (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-20T05:19:37Z (GMT). No. of bitstreams: 1
picture6.1.jpg: 67260 bytes, checksum: 5fcce74fd17aa0d28d85fba844fcc604 (MD5)
  Previous issue date: 2009",,,"http://localhost:8080/xmlui/handle/108/84157",,,,"ARDE||Products||AD Gun",,,"AD Gun",,
"ca1948c2-30e6-4f43-9d2a-7b0fed468a2a","108/39",,"2021-05-20T05:23:32Z","2016-12-08T10:41:33Z","2021-05-20T05:23:32Z","2016-12-08T10:41:33Z",,"Made available in DSpace on 2016-12-08T10:41:33Z (GMT). No. of bitstreams: 1
dsc_0026.jpg: 2481633 bytes, checksum: 060fd0f5444d102fd4cf65965a091e4f (MD5)||Made available in DSpace on 2021-05-20T05:23:32Z (GMT). No. of bitstreams: 1
dsc_0026.jpg: 2481633 bytes, checksum: 060fd0f5444d102fd4cf65965a091e4f (MD5)",,,"http://localhost:8080/xmlui/handle/108/84399",,,,"ARDE||Products||MSMC",,,"MSMC",,
"cab97ceb-7a09-4e02-9746-db1a5b937ab5","108/39",,"2021-05-20T05:28:35Z","2016-12-08T10:40:57Z","2021-05-20T05:28:35Z","2016-12-08T10:40:57Z",,"Made available in DSpace on 2016-12-08T10:40:57Z (GMT). No. of bitstreams: 1
photo3~1.jpg: 3670677 bytes, checksum: 989241071b0dd7c3d08afa8f4e6e4204 (MD5)||Made available in DSpace on 2021-05-20T05:28:35Z (GMT). No. of bitstreams: 1
photo3~1.jpg: 3670677 bytes, checksum: 989241071b0dd7c3d08afa8f4e6e4204 (MD5)",,,"http://localhost:8080/xmlui/handle/108/84029",,,,"ARDE||Support Facilities||TIRC||Library||Reading Hall",,,"TIRC Reading hall",,
"cc147916-37fb-4401-b0bb-1f8856ea6fa5","108/39",,"2021-05-20T05:21:24Z","2016-12-08T10:41:23Z","2021-05-20T05:21:24Z","2016-12-08T10:41:23Z","2009","Made available in DSpace on 2016-12-08T10:41:23Z (GMT). No. of bitstreams: 1
fig 40 lwt target effect 1.jpg: 1503791 bytes, checksum: 4568eb928a6e2f1d91f520d848201844 (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-20T05:21:24Z (GMT). No. of bitstreams: 1
fig 40 lwt target effect 1.jpg: 1503791 bytes, checksum: 4568eb928a6e2f1d91f520d848201844 (MD5)
  Previous issue date: 2009",,,"http://localhost:8080/xmlui/handle/108/84290",,,,"ARDE||Products||Warhead",,,"LWT target effect",,
"cc1fdc35-7c57-4417-816f-c67fdf4b7310","108/39",,"2021-05-20T05:25:20Z","2016-12-08T10:41:41Z","2021-05-20T05:25:20Z","2016-12-08T10:41:41Z",,"Made available in DSpace on 2016-12-08T10:41:41Z (GMT). No. of bitstreams: 1
pf warhead.tif: 18641368 bytes, checksum: 63a0599b9f367d2c1f3dbb964619f44b (MD5)||Made available in DSpace on 2021-05-20T05:25:20Z (GMT). No. of bitstreams: 1
pf warhead.tif: 18641368 bytes, checksum: 63a0599b9f367d2c1f3dbb964619f44b (MD5)",,,"http://localhost:8080/xmlui/handle/108/84477",,,,"ARDE||Products||Warhead||Prefragmentation warhead",,,"PF warhead",,
"cc6def76-c599-47aa-8595-194ebf4993b4","108/39",,"2021-05-20T05:20:08Z","2016-12-08T10:41:16Z","2021-05-20T05:20:08Z","2016-12-08T10:41:16Z","2009","Made available in DSpace on 2016-12-08T10:41:16Z (GMT). No. of bitstreams: 1
fig 28 - bces submunition warhead.jpg: 1741923 bytes, checksum: 9bcfd8c07d4d17fc4e79176700d82238 (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-20T05:20:08Z (GMT). No. of bitstreams: 1
fig 28 - bces submunition warhead.jpg: 1741923 bytes, checksum: 9bcfd8c07d4d17fc4e79176700d82238 (MD5)
  Previous issue date: 2009",,,"http://localhost:8080/xmlui/handle/108/84200",,,,"ARDE||Products||Warhead||Mines",,,"BCES Submunition Warhead",,
"cc8660c1-1571-4ca1-b917-9fdccf180d0c","108/39",,"2021-05-20T05:24:34Z","2016-12-08T10:41:38Z","2021-05-20T05:24:34Z","2016-12-08T10:41:38Z","2009","Made available in DSpace on 2016-12-08T10:41:38Z (GMT). No. of bitstreams: 1
pfofab2.jpg: 87508 bytes, checksum: a635b08292fbadd50c14bba85c8479f8 (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-20T05:24:34Z (GMT). No. of bitstreams: 1
pfofab2.jpg: 87508 bytes, checksum: a635b08292fbadd50c14bba85c8479f8 (MD5)
  Previous issue date: 2009",,,"http://localhost:8080/xmlui/handle/108/84457",,,,"ARDE||Products||Air Armament||Aircraft Bomb",,,"PFOFAB",,
"cdaaa922-d170-492a-a409-23b32466c836","108/39",,"2021-05-20T05:22:33Z","2016-12-08T10:41:28Z","2021-05-20T05:22:33Z","2016-12-08T10:41:28Z",,"Made available in DSpace on 2016-12-08T10:41:28Z (GMT). No. of bitstreams: 1
image40.jpg: 1087423 bytes, checksum: 52a7a95921fe7820ee1b30c9e8a8fb98 (MD5)||Made available in DSpace on 2021-05-20T05:22:33Z (GMT). No. of bitstreams: 1
image40.jpg: 1087423 bytes, checksum: 52a7a95921fe7820ee1b30c9e8a8fb98 (MD5)",,,"http://localhost:8080/xmlui/handle/108/84342",,,,"ARDE||Products||PGM",,,"FCU-DSP - P/S Flexi PCB",,
"ce35518f-a3ef-4419-a344-dee74bc33f67","108/39",,"2021-05-20T05:21:47Z","2016-12-08T10:41:26Z","2021-05-20T05:21:47Z","2016-12-08T10:41:26Z","2009","Made available in DSpace on 2016-12-08T10:41:26Z (GMT). No. of bitstreams: 1
fig 8 - sam akash.jpg: 1253264 bytes, checksum: be6009ba661be5b42bb94adee7e56aa4 (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-20T05:21:47Z (GMT). No. of bitstreams: 1
fig 8 - sam akash.jpg: 1253264 bytes, checksum: be6009ba661be5b42bb94adee7e56aa4 (MD5)
  Previous issue date: 2009",,,"http://localhost:8080/xmlui/handle/108/84320",,,,"ARDE||Products||Warhead||Akash Warhead",,,"SAFETY ARMING MECHANISM",,
"ceed5b73-e497-4679-bb23-199f28c53b5c","108/39",,"2021-05-20T05:19:15Z","2016-12-08T10:41:09Z","2021-05-20T05:19:15Z","2016-12-08T10:41:09Z",,"Made available in DSpace on 2016-12-08T10:41:09Z (GMT). No. of bitstreams: 1
21_sand butt tunnel.jpg: 964891 bytes, checksum: e771bed84a6db1fd240a4bfac7cb42a4 (MD5)||Made available in DSpace on 2021-05-20T05:19:15Z (GMT). No. of bitstreams: 1
21_sand butt tunnel.jpg: 964891 bytes, checksum: e771bed84a6db1fd240a4bfac7cb42a4 (MD5)",,,"http://localhost:8080/xmlui/handle/108/84130",,,,"ARDE||Products||Test  &  Evaluation",,,"Sand butt tunnel",,
"cf0df5f4-a8e3-4386-aecc-f919ebc718c5","108/39",,"2021-05-20T05:19:28Z","2017-01-23T07:36:52Z","2021-05-20T05:19:28Z","2017-01-23T07:36:52Z","2015","Made available in DSpace on 2017-01-23T07:36:52Z (GMT). No. of bitstreams: 5
dsc_0222.jpg: 24417 bytes, checksum: 187fd900f4b6e80144fe0cf3393bac11 (MD5)
dsc_0237.jpg: 26525 bytes, checksum: dc8c2562e53de7caf859d0d92aeec5f7 (MD5)
dsc_0262.jpg: 26563 bytes, checksum: 1acf93b0b37462c1ad7d31ce94e47f94 (MD5)
dsc_0274.jpg: 24180 bytes, checksum: e167ae757ae33fd1b91ae803f16ccecb (MD5)
dsc_0304.jpg: 23707 bytes, checksum: e29468334f61f1b6135315157ebede06 (MD5)
  Previous issue date: 2015||Made available in DSpace on 2021-05-20T05:19:28Z (GMT). No. of bitstreams: 5
dsc_0222.jpg: 24417 bytes, checksum: 187fd900f4b6e80144fe0cf3393bac11 (MD5)
dsc_0237.jpg: 26525 bytes, checksum: dc8c2562e53de7caf859d0d92aeec5f7 (MD5)
dsc_0262.jpg: 26563 bytes, checksum: 1acf93b0b37462c1ad7d31ce94e47f94 (MD5)
dsc_0274.jpg: 24180 bytes, checksum: e167ae757ae33fd1b91ae803f16ccecb (MD5)
dsc_0304.jpg: 23707 bytes, checksum: e29468334f61f1b6135315157ebede06 (MD5)
  Previous issue date: 2015",,,"http://localhost:8080/xmlui/handle/108/123939",,,,,,,"VISIT OF LT GEN PR SHANKAR VSM DG ARTY",,
"cf603ace-4dc9-45ff-a0d2-bc0d63eff80c","108/39",,"2021-05-20T05:19:25Z","2016-12-08T10:41:10Z","2021-05-20T05:19:25Z","2016-12-08T10:41:10Z","2009","Made available in DSpace on 2016-12-08T10:41:10Z (GMT). No. of bitstreams: 1
pinaka submunition 1.jpg: 40216 bytes, checksum: c3a69e14e8ee755a28eeed798b28033b (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-20T05:19:25Z (GMT). No. of bitstreams: 1
pinaka submunition 1.jpg: 40216 bytes, checksum: c3a69e14e8ee755a28eeed798b28033b (MD5)
  Previous issue date: 2009",,,"http://localhost:8080/xmlui/handle/108/84142",,,,"ARDE||Products||Warhead||Mines",,,"Pinaka Submunition",,
"cf81da4b-49ae-459a-8141-9f5149dc40f4","108/39",,"2021-05-20T05:19:04Z","2016-12-08T10:41:10Z","2021-05-20T05:19:04Z","2016-12-08T10:41:10Z",,"Made available in DSpace on 2016-12-08T10:41:10Z (GMT). No. of bitstreams: 6
license.txt: 1832 bytes, checksum: efd9f201bce39e926367fcdd5bb55b48 (MD5)
image0031.jpg: 1955390 bytes, checksum: 9aeb53d6197321cf91e26a722fd2a159 (MD5)
image0021.jpg: 2012101 bytes, checksum: 535d7eb4159a46ebe8199317f0a9dcdc (MD5)
image0019.jpg: 2083468 bytes, checksum: bb3476f1a8dd06e14737215b3401dc92 (MD5)
image0007.jpg: 583731 bytes, checksum: a8d6996ba117d37652d546fde0584430 (MD5)
AAA_0110.jpg: 2285466 bytes, checksum: 614b7650f62b4c7e9166f40fab1567eb (MD5)||Made available in DSpace on 2021-05-20T05:19:04Z (GMT). No. of bitstreams: 6
image0031.jpg: 1955390 bytes, checksum: 9aeb53d6197321cf91e26a722fd2a159 (MD5)
image0021.jpg: 2012101 bytes, checksum: 535d7eb4159a46ebe8199317f0a9dcdc (MD5)
image0019.jpg: 2083468 bytes, checksum: bb3476f1a8dd06e14737215b3401dc92 (MD5)
image0007.jpg: 583731 bytes, checksum: a8d6996ba117d37652d546fde0584430 (MD5)
AAA_0110.jpg: 2285466 bytes, checksum: 614b7650f62b4c7e9166f40fab1567eb (MD5)
license.txt: 1832 bytes, checksum: efd9f201bce39e926367fcdd5bb55b48 (MD5)","ARDE",,"http://localhost:8080/xmlui/handle/108/84133",,,,"VIP Visits||15 mar 2013",,,"Shri TKA Nair, Adviser to PM (MOS Rank)",,
"d0d2414d-a1b0-4b06-a334-11f63d77eb3f","108/39",,"2021-05-20T05:23:49Z","2016-12-08T10:40:56Z","2021-05-20T05:23:49Z","2016-12-08T10:40:56Z",,"Made available in DSpace on 2016-12-08T10:40:56Z (GMT). No. of bitstreams: 1
dsc00113.jpg: 911695 bytes, checksum: 2f6af9d3a7fe004bfc158aea3d88325b (MD5)||Made available in DSpace on 2021-05-20T05:23:49Z (GMT). No. of bitstreams: 1
dsc00113.jpg: 911695 bytes, checksum: 2f6af9d3a7fe004bfc158aea3d88325b (MD5)",,,"http://localhost:8080/xmlui/handle/108/84024",,,,"ARDE||Products||UBGL||Under Barrel Grenade Launcher",,,"UBGL trial",,
"d105d2b8-f796-4009-913e-9b630d33b055","108/39",,"2021-05-20T05:20:25Z","2016-12-08T10:41:16Z","2021-05-20T05:20:25Z","2016-12-08T10:41:16Z","2009","Made available in DSpace on 2016-12-08T10:41:16Z (GMT). No. of bitstreams: 1
pfab100-120.bmp: 694662 bytes, checksum: bec71242dad485886c46bf9ec1ba1573 (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-20T05:20:25Z (GMT). No. of bitstreams: 1
pfab100-120.bmp: 694662 bytes, checksum: bec71242dad485886c46bf9ec1ba1573 (MD5)
  Previous issue date: 2009",,,"http://localhost:8080/xmlui/handle/108/84198",,,,"ARDE||Products||Air Armament||Aircraft Bomb",,,"PFAB100-120",,
