,id,dc.contributor.author[],dc.date.issued[],dc.description.provenance[en],dc.identifier.uri,dc.title[],dc.title[en_US],MyTitle
367,73d71952-0223-46da-aa90-d335f5b1bbac,ARDE SPEC 215,1978.0,"Made available in DSpace on 2016-11-24T06:08:02Z (GMT). No. of bitstreams: 1
ss00235.pdf: 466232 bytes, checksum: c8c8aca52cb769319198e9e1370b12c0 (MD5)
  Previous issue date: 1978||Made available in DSpace on 2021-06-08T06:48:03Z (GMT). No. of bitstreams: 1
ss00235.pdf: 466232 bytes, checksum: c8c8aca52cb769319198e9e1370b12c0 (MD5)
  Previous issue date: 1978",http://localhost:8080/xmlui/handle/108/376,OPERATIONAL LIMPET MINE MK.2 TOP COVER ASSEMBLY,,OPERATIONAL LIMPET MINE MK.2 TOP COVER ASSEMBLY
368,73f78bf9-4483-4004-95ba-a4cf2af772c4,ARDE SPEC 411,1989.0,"Made available in DSpace on 2016-11-24T06:08:03Z (GMT). No. of bitstreams: 1
ss00069.pdf: 758804 bytes, checksum: e0f0610938445f856c83b7919185a3d5 (MD5)
  Previous issue date: 1989||Made available in DSpace on 2021-06-08T06:52:39Z (GMT). No. of bitstreams: 1
ss00069.pdf: 758804 bytes, checksum: e0f0610938445f856c83b7919185a3d5 (MD5)
  Previous issue date: 1989",http://localhost:8080/xmlui/handle/108/386,PREFRAGMENTED HE SHELL 76.2MM MK II FILLED,,PREFRAGMENTED HE SHELL 76.2MM MK II FILLED
369,742c2d6a-4977-4f8e-aa18-e3f3aa39cbf8,ARDE SPEC 289,,"Made available in DSpace on 2016-11-24T06:07:22Z (GMT). No. of bitstreams: 1
ss00302.pdf: 26505307 bytes, checksum: 10b9f7bc01bf4125fe9a7871438a07ec (MD5)||Made available in DSpace on 2021-06-08T06:47:54Z (GMT). No. of bitstreams: 1
ss00302.pdf: 26505307 bytes, checksum: 10b9f7bc01bf4125fe9a7871438a07ec (MD5)",http://localhost:8080/xmlui/handle/108/127,CARTRIDGE EJECTOR RELEASE UNIT FOR MISSILE TARGET FILLED,,CARTRIDGE EJECTOR RELEASE UNIT FOR MISSILE TARGET FILLED
371,badab7ff-4e61-481c-bf20-d8b68cb877fd,ARDE SPEC 289,,"Made available in DSpace on 2016-11-24T06:08:07Z (GMT). No. of bitstreams: 1
ss00303.pdf: 23910582 bytes, checksum: 0c867ed4b9e113b0e0ea859533c43e0a (MD5)||Made available in DSpace on 2021-06-08T06:48:25Z (GMT). No. of bitstreams: 1
ss00303.pdf: 23910582 bytes, checksum: 0c867ed4b9e113b0e0ea859533c43e0a (MD5)",http://localhost:8080/xmlui/handle/108/407,CARTRIDGE EJECTOR RELEASE UNIT FOR MISSILE TARGET FILLED,,CARTRIDGE EJECTOR RELEASE UNIT FOR MISSILE TARGET FILLED
373,7470a7d0-eecb-4497-81e3-82f14574e945,ARDE SPEC 102,1971.0,"Made available in DSpace on 2016-11-24T06:07:10Z (GMT). No. of bitstreams: 1
ss00143.pdf: 6842213 bytes, checksum: c22ad096449c4070e0fab60d20878e95 (MD5)
  Previous issue date: 1971||Made available in DSpace on 2021-06-08T06:52:28Z (GMT). No. of bitstreams: 1
ss00143.pdf: 6842213 bytes, checksum: c22ad096449c4070e0fab60d20878e95 (MD5)
  Previous issue date: 1971",http://localhost:8080/xmlui/handle/108/53,FUZE ANTI-REMOVAL MK.2 FILLED FOR MINE ANTI-TANK NON-DETECTABLE MK.2,,FUZE ANTI-REMOVAL MK.2 FILLED FOR MINE ANTI-TANK NON-DETECTABLE MK.2
374,7541f879-9af1-49a4-a937-2fbc6248a173,ARDE SPEC 223  &  ARDE PS 99,1977.0,"Made available in DSpace on 2016-11-24T06:08:03Z (GMT). No. of bitstreams: 1
ss00243.pdf: 696632 bytes, checksum: bdc1b2b2cf62a0848853ebee21d9b695 (MD5)
  Previous issue date: 1977||Made available in DSpace on 2021-06-08T06:52:04Z (GMT). No. of bitstreams: 1
ss00243.pdf: 696632 bytes, checksum: bdc1b2b2cf62a0848853ebee21d9b695 (MD5)
  Previous issue date: 1977",http://localhost:8080/xmlui/handle/108/382,PRIMER PERCUSSION QF CARTRIDGES NO._ EMPTY,,PRIMER PERCUSSION QF CARTRIDGES NO._ EMPTY
375,7551c55d-b46b-4212-b69e-fc7e5ae4cf1e,,0.0,"Made available in DSpace on 2016-11-24T06:08:13Z (GMT). No. of bitstreams: 1
ss02604.pdf: 2582032 bytes, checksum: 8f9be36a2a7d9b29a386b932cd621d1f (MD5)
  Previous issue date:    1||Made available in DSpace on 2021-06-08T06:51:12Z (GMT). No. of bitstreams: 1
ss02604.pdf: 2582032 bytes, checksum: 8f9be36a2a7d9b29a386b932cd621d1f (MD5)
  Previous issue date:    1",http://localhost:8080/xmlui/handle/108/463,PROOF INSTRUCTION OF 84MM ROCKET LAUNCHER,,PROOF INSTRUCTION OF 84MM ROCKET LAUNCHER
376,76e94a47-391d-420d-a40f-364c8970a782,ARDE PS 9,,"Made available in DSpace on 2016-11-24T06:07:29Z (GMT). No. of bitstreams: 1
ss00495.pdf: 1459081 bytes, checksum: ef7c6da338a85ba47a53c2e97e14543a (MD5)||Made available in DSpace on 2021-06-08T06:48:25Z (GMT). No. of bitstreams: 1
ss00495.pdf: 1459081 bytes, checksum: ef7c6da338a85ba47a53c2e97e14543a (MD5)",http://localhost:8080/xmlui/handle/108/171,CARTRIDGE ELECTRIC OPERATING FIRE EXTINGUISHER INDIGENOUS FOR RUSSIAN AIRCRAFT EMPTY AND FILLED,,CARTRIDGE ELECTRIC OPERATING FIRE EXTINGUISHER INDIGENOUS FOR RUSSIAN AIRCRAFT EMPTY AND FILLED
377,77acb832-fc1b-46a4-87db-d4ded6e0d312,ARDE SPEC 466(PROV),1992.0,"Made available in DSpace on 2016-11-24T06:07:09Z (GMT). No. of bitstreams: 1
ss02744.pdf: 8002156 bytes, checksum: c9c34c2045cc6c6ba1035ccb24bb76d0 (MD5)
  Previous issue date: 1992||Made available in DSpace on 2021-06-08T06:52:52Z (GMT). No. of bitstreams: 1
ss02744.pdf: 8002156 bytes, checksum: c9c34c2045cc6c6ba1035ccb24bb76d0 (MD5)
  Previous issue date: 1992",http://localhost:8080/xmlui/handle/108/47,Aircraft droppable 10 men Dinghy system -Rakshak,,Aircraft droppable 10 men Dinghy system -Rakshak
379,dcec86c9-0971-4223-94f6-87e5da0f6997,ARDE SPEC 466(PROV),1992.0,"Made available in DSpace on 2016-11-24T06:08:08Z (GMT). No. of bitstreams: 1
ss02745.pdf: 10816982 bytes, checksum: fc18a773dd956a51e47c75f1fbbdeb03 (MD5)
  Previous issue date: 1992||Made available in DSpace on 2021-06-08T06:49:15Z (GMT). No. of bitstreams: 1
ss02745.pdf: 10816982 bytes, checksum: fc18a773dd956a51e47c75f1fbbdeb03 (MD5)
  Previous issue date: 1992",http://localhost:8080/xmlui/handle/108/420,Aircraft droppable 10 men Dinghy system -Rakshak,,Aircraft droppable 10 men Dinghy system -Rakshak
381,78a5eb5d-c4ae-4640-a902-69797e044530,ARDE SPEC 103,1971.0,"Made available in DSpace on 2016-11-24T06:08:20Z (GMT). No. of bitstreams: 1
ss00144.pdf: 8131114 bytes, checksum: faf0a37924ebf4a584f57e9838876d73 (MD5)
  Previous issue date: 1971||Made available in DSpace on 2021-06-08T06:51:57Z (GMT). No. of bitstreams: 1
ss00144.pdf: 8131114 bytes, checksum: faf0a37924ebf4a584f57e9838876d73 (MD5)
  Previous issue date: 1971",http://localhost:8080/xmlui/handle/108/499,"SIMULATOR 5.5"" GUN FIRE CHARGE IV FILLED",,"SIMULATOR 5.5"" GUN FIRE CHARGE IV FILLED"
382,79efb048-448b-4f5b-bcad-b16059c3e833,ARDE PS 141,,"Made available in DSpace on 2016-11-24T06:08:09Z (GMT). No. of bitstreams: 1
ss00465.pdf: 21053825 bytes, checksum: a11d088eef6282c61d7c9542f27dd08b (MD5)||Made available in DSpace on 2021-06-08T06:49:35Z (GMT). No. of bitstreams: 1
ss00465.pdf: 21053825 bytes, checksum: a11d088eef6282c61d7c9542f27dd08b (MD5)",http://localhost:8080/xmlui/handle/108/429,CARTRIDGE ELECTRIC OPERATING FIRE EXTINGUISHER 3 PIN NO.3 MK.3 EMPTY,,CARTRIDGE ELECTRIC OPERATING FIRE EXTINGUISHER 3 PIN NO.3 MK.3 EMPTY
384,e6b635fd-14cb-4efe-92fb-3feb8d4adb52,ARDE SPEC 290,,"Made available in DSpace on 2016-11-24T06:08:19Z (GMT). No. of bitstreams: 1
ss00304.pdf: 26782585 bytes, checksum: 8f1508dbb26b6461d462d148a78032c1 (MD5)||Made available in DSpace on 2021-06-08T06:51:56Z (GMT). No. of bitstreams: 1
ss00304.pdf: 26782585 bytes, checksum: 8f1508dbb26b6461d462d148a78032c1 (MD5)",http://localhost:8080/xmlui/handle/108/491,CARTRIDGE ELECTRIC OPERATING FIRE EXTINGUISHER 3 PIN NO.3 MK.3 EMPTY,,CARTRIDGE ELECTRIC OPERATING FIRE EXTINGUISHER 3 PIN NO.3 MK.3 EMPTY
386,7a1c27a5-bc7d-4146-a2aa-1cecedb041c0,ARDE SPEC 321,1984.0,"Made available in DSpace on 2016-11-24T06:08:08Z (GMT). No. of bitstreams: 1
ss00329.pdf: 7263266 bytes, checksum: 62d4bb180442aa35c2be09c6a7703b36 (MD5)
  Previous issue date: 1984||Made available in DSpace on 2021-06-08T06:49:10Z (GMT). No. of bitstreams: 1
ss00329.pdf: 7263266 bytes, checksum: 62d4bb180442aa35c2be09c6a7703b36 (MD5)
  Previous issue date: 1984",http://localhost:8080/xmlui/handle/108/418,CELL UNIT ASSEMBLY FOR FLOAT SMOKE & FLAME AIRCRAFT 1.6KG N2 MK.2 (IN),,CELL UNIT ASSEMBLY FOR FLOAT SMOKE & FLAME AIRCRAFT 1.6KG N2 MK.2 (IN)
387,7ac024d3-02d2-474f-a71e-cf94bca9b1f5,ARDE SPEC 485,1992.0,"Made available in DSpace on 2016-11-24T06:08:22Z (GMT). No. of bitstreams: 1
ss02909.pdf: 10606578 bytes, checksum: c0aeeadaf954188cb8d363cf0a180b2f (MD5)
  Previous issue date: 1992||Made available in DSpace on 2021-06-08T06:52:01Z (GMT). No. of bitstreams: 1
ss02909.pdf: 10606578 bytes, checksum: c0aeeadaf954188cb8d363cf0a180b2f (MD5)
  Previous issue date: 1992",http://localhost:8080/xmlui/handle/108/519,Empty fuze percussion DASD NO.1 MK.1 (AK 230) for 30mm HE (Prov),,Empty fuze percussion DASD NO.1 MK.1 (AK 230) for 30mm HE (Prov)
388,7b783694-ecdb-47e2-bda7-f89523682d75,ARDE SPEC 3,1959.0,"Made available in DSpace on 2016-11-24T06:07:10Z (GMT). No. of bitstreams: 1
ss00003.pdf: 8427814 bytes, checksum: ba2e36c8f5db5cf5c041a266d164df3d (MD5)
  Previous issue date: 1959||Made available in DSpace on 2021-06-08T06:51:54Z (GMT). No. of bitstreams: 1
ss00003.pdf: 8427814 bytes, checksum: ba2e36c8f5db5cf5c041a266d164df3d (MD5)
  Previous issue date: 1959",http://localhost:8080/xmlui/handle/108/52,PRIMER PERCUSSION QF CARTRIDGE NO.13A FILLED (FOR QF 106MM RCL GUN),,PRIMER PERCUSSION QF CARTRIDGE NO.13A FILLED (FOR QF 106MM RCL GUN)
389,7ba9396f-16f7-478b-bdde-0e8ce87cba9e,ARDE PS 132,,"Made available in DSpace on 2016-11-24T06:07:45Z (GMT). No. of bitstreams: 1
ss00455.pdf: 19973588 bytes, checksum: b256f0a05446ef9ff957e4ca1071941a (MD5)||Made available in DSpace on 2021-06-08T06:49:09Z (GMT). No. of bitstreams: 1
ss00455.pdf: 19973588 bytes, checksum: b256f0a05446ef9ff957e4ca1071941a (MD5)",http://localhost:8080/xmlui/handle/108/277,MINE ANTI-TANK NON-DETECTABLE MK.III BAR FILLED,,MINE ANTI-TANK NON-DETECTABLE MK.III BAR FILLED
390,7bc0fb76-b5e4-48ea-b9d2-29f545f562a5,ARDE PS 16,,"Made available in DSpace on 2016-11-24T06:07:51Z (GMT). No. of bitstreams: 1
ss00370.pdf: 2696254 bytes, checksum: d7c78da52af9831314d21aa3581cecc6 (MD5)||Made available in DSpace on 2021-06-08T06:49:53Z (GMT). No. of bitstreams: 1
ss00370.pdf: 2696254 bytes, checksum: d7c78da52af9831314d21aa3581cecc6 (MD5)",http://localhost:8080/xmlui/handle/108/311,SHELL SMOKE BURSTING WP 75/24 HOWITZER A FILLED,,SHELL SMOKE BURSTING WP 75/24 HOWITZER A FILLED
391,7c289b14-6032-4998-8d85-03c1e9be4172,ARDE SPEC 487,1992.0,"Made available in DSpace on 2016-11-24T06:07:53Z (GMT). No. of bitstreams: 1
ss02911.pdf: 7366282 bytes, checksum: ff94860d87a7189ad4142e2f61613de3 (MD5)
  Previous issue date: 1992||Made available in DSpace on 2021-06-08T06:50:39Z (GMT). No. of bitstreams: 1
ss02911.pdf: 7366282 bytes, checksum: ff94860d87a7189ad4142e2f61613de3 (MD5)
  Previous issue date: 1992",http://localhost:8080/xmlui/handle/108/323,Cartridge QF 30mm HE (AK 230 Gun)(prov),,Cartridge QF 30mm HE (AK 230 Gun)(prov)
392,7d422673-131e-409f-9aee-37d6df820de6,ARDE PS 231,1992.0,"Made available in DSpace on 2016-11-24T06:07:46Z (GMT). No. of bitstreams: 1
ss02912.pdf: 4196223 bytes, checksum: fed63dcad2248f6bf623a2b10fb738de (MD5)
  Previous issue date: 1992||Made available in DSpace on 2021-06-08T06:49:47Z (GMT). No. of bitstreams: 1
ss02912.pdf: 4196223 bytes, checksum: fed63dcad2248f6bf623a2b10fb738de (MD5)
  Previous issue date: 1992",http://localhost:8080/xmlui/handle/108/284,HE shell 30mm filled (AK 230)(prov),,HE shell 30mm filled (AK 230)(prov)
393,7ddeeeed-80ac-4c1e-bf04-e980ac9fac80,ARDE SPEC 328,1984.0,"Made available in DSpace on 2016-11-24T06:07:12Z (GMT). No. of bitstreams: 1
ss00333.pdf: 1081127 bytes, checksum: 4c25f012f29d887711e35cff1b438a89 (MD5)
  Previous issue date: 1984||Made available in DSpace on 2021-06-08T06:52:24Z (GMT). No. of bitstreams: 1
ss00333.pdf: 1081127 bytes, checksum: 4c25f012f29d887711e35cff1b438a89 (MD5)
  Previous issue date: 1984",http://localhost:8080/xmlui/handle/108/66,76.2MM PREFRAGMENTED HE SHELL FILLED,,76.2MM PREFRAGMENTED HE SHELL FILLED
394,7e07d4e4-96f6-4bf4-84bf-f662e39595bb,ARDE SPEC 151,1974.0,"Made available in DSpace on 2016-11-24T06:07:59Z (GMT). No. of bitstreams: 1
ss00183.pdf: 22220587 bytes, checksum: 83c6d5949fda77d2f5959ab7fd250236 (MD5)
  Previous issue date: 1974||Made available in DSpace on 2021-06-08T06:50:14Z (GMT). No. of bitstreams: 1
ss00183.pdf: 22220587 bytes, checksum: 83c6d5949fda77d2f5959ab7fd250236 (MD5)
  Previous issue date: 1974",http://localhost:8080/xmlui/handle/108/360,METAL IGNITERS FOR ROCKET A/C 57MM,,METAL IGNITERS FOR ROCKET A/C 57MM
396,e2b0c9c3-63da-4024-97fd-a6d96af39a9e,ARDE SPEC 151,1974.0,"Made available in DSpace on 2016-11-24T06:07:33Z (GMT). No. of bitstreams: 1
ss00184.pdf: 25506498 bytes, checksum: 351670b81e4f6f9467896f7d134a48d8 (MD5)
  Previous issue date: 1974||Made available in DSpace on 2021-06-08T06:48:39Z (GMT). No. of bitstreams: 1
ss00184.pdf: 25506498 bytes, checksum: 351670b81e4f6f9467896f7d134a48d8 (MD5)
  Previous issue date: 1974",http://localhost:8080/xmlui/handle/108/194,METAL IGNITERS FOR ROCKET A/C 57MM,,METAL IGNITERS FOR ROCKET A/C 57MM
398,7ecc0427-3d97-43d8-8253-6e33558ae0b5,ARDE SPEC 46,1968.0,"Made available in DSpace on 2016-11-24T06:07:29Z (GMT). No. of bitstreams: 1
ss00045.pdf: 2472563 bytes, checksum: 5829d910aa19f43868d4b44ea4c9a357 (MD5)
  Previous issue date: 1968||Made available in DSpace on 2021-06-08T06:48:09Z (GMT). No. of bitstreams: 1
ss00045.pdf: 2472563 bytes, checksum: 5829d910aa19f43868d4b44ea4c9a357 (MD5)
  Previous issue date: 1968",http://localhost:8080/xmlui/handle/108/169,ADAPTER AND TUBE ASSEMBLY MORTAR BOMB 120MM WP,,ADAPTER AND TUBE ASSEMBLY MORTAR BOMB 120MM WP
399,7f82f8bf-780f-4e65-b345-7873c45d0179,ARDE/SPECN/565,1996.0,"Made available in DSpace on 2016-11-24T06:08:14Z (GMT). No. of bitstreams: 1
sp07452.pdf: 9149718 bytes, checksum: 05fcbd96ec06b7cd5a0d4bdb68a9b6de (MD5)
  Previous issue date: 1996||Made available in DSpace on 2021-06-08T06:51:14Z (GMT). No. of bitstreams: 1
sp07452.pdf: 9149718 bytes, checksum: 05fcbd96ec06b7cd5a0d4bdb68a9b6de (MD5)
  Previous issue date: 1996",http://localhost:8080/xmlui/handle/108/465,"Specification to govern manufacture, assembly,inspection and testing of ball end adapter assembly : Sitafal (Drg No 01 15 00 00 00 00 )",,"Specification to govern manufacture, assembly,inspection and testing of ball end adapter assembly : Sitafal (Drg No 01 15 00 00 00 00 )"
400,818b3433-e85c-4eb7-96af-93eb08f491cf,ARDE SPEC 457,,"Made available in DSpace on 2016-11-24T06:08:21Z (GMT). No. of bitstreams: 1
ss02842.pdf: 1527908 bytes, checksum: 2765ccb0652aed4093a27f1b1a02ac4d (MD5)||Made available in DSpace on 2021-06-08T06:51:58Z (GMT). No. of bitstreams: 1
ss02842.pdf: 1527908 bytes, checksum: 2765ccb0652aed4093a27f1b1a02ac4d (MD5)",http://localhost:8080/xmlui/handle/108/513,"EMPTY COMPONENTS OF CARTRIDGE CANOPY JETTISONING , SECONDARY , JACK (CCJ,S,J) NO.1 MK.1 FOR KIRAN AND JAGUAR AIRCRAFT (EMPTY ASSEMBLY)",,"EMPTY COMPONENTS OF CARTRIDGE CANOPY JETTISONING , SECONDARY , JACK (CCJ,S,J) NO.1 MK.1 FOR KIRAN AND JAGUAR AIRCRAFT (EMPTY ASSEMBLY)"
401,81c8642d-31d5-4eee-95c0-3f1f6171e432,ARDE PS 172,1984.0,"Made available in DSpace on 2016-11-24T06:07:51Z (GMT). No. of bitstreams: 1
ss00480.pdf: 1540865 bytes, checksum: 16f9e118985be52ac2f12911bec5f318 (MD5)
  Previous issue date: 1984||Made available in DSpace on 2021-06-08T06:49:45Z (GMT). No. of bitstreams: 1
ss00480.pdf: 1540865 bytes, checksum: 16f9e118985be52ac2f12911bec5f318 (MD5)
  Previous issue date: 1984",http://localhost:8080/xmlui/handle/108/312,MORTAR BOMB 120MM ILLUMINATING 1A,,MORTAR BOMB 120MM ILLUMINATING 1A
402,8272c18d-2b5d-46b5-bf03-c819e8090734,ARDE SPEC 184,,"Made available in DSpace on 2016-11-24T06:07:17Z (GMT). No. of bitstreams: 1
ss00214.pdf: 17806542 bytes, checksum: fa85716d5d29ac82c50cb996c3721c82 (MD5)||Made available in DSpace on 2021-06-08T06:53:28Z (GMT). No. of bitstreams: 1
ss00214.pdf: 17806542 bytes, checksum: fa85716d5d29ac82c50cb996c3721c82 (MD5)",http://localhost:8080/xmlui/handle/108/94,CARTRIDGE CANOPY JETTISONING PK-5-2 FOR S-22 AIRCRAFT FILLED,,CARTRIDGE CANOPY JETTISONING PK-5-2 FOR S-22 AIRCRAFT FILLED
404,a43c9cb0-0485-4243-b116-8856e8d941b9,ARDE PS 87,,"Made available in DSpace on 2016-11-24T06:07:23Z (GMT). No. of bitstreams: 1
ss00410.pdf: 2635619 bytes, checksum: 760526ee88faf9985418390f3f3e105d (MD5)||Made available in DSpace on 2021-06-08T06:48:15Z (GMT). No. of bitstreams: 1
ss00410.pdf: 2635619 bytes, checksum: 760526ee88faf9985418390f3f3e105d (MD5)",http://localhost:8080/xmlui/handle/108/137,CARTRIDGE CANOPY JETTISONING PK-5-2 FOR S-22 AIRCRAFT FILLED,,CARTRIDGE CANOPY JETTISONING PK-5-2 FOR S-22 AIRCRAFT FILLED
406,82be903b-8e06-4144-b74d-13382a6d5c3f,ARDE SPEC 304,1984.0,"Made available in DSpace on 2016-11-24T06:07:32Z (GMT). No. of bitstreams: 1
ss00322.pdf: 608933 bytes, checksum: cb0af58f447bdd57935a7c4197ad76d1 (MD5)
  Previous issue date: 1984||Made available in DSpace on 2021-06-08T06:48:33Z (GMT). No. of bitstreams: 1
ss00322.pdf: 608933 bytes, checksum: cb0af58f447bdd57935a7c4197ad76d1 (MD5)
  Previous issue date: 1984",http://localhost:8080/xmlui/handle/108/190,AIR DROPPED UNDERWATER GRENADE EMPTY,,AIR DROPPED UNDERWATER GRENADE EMPTY
407,82c00c4f-c19a-4f62-b6d6-af74c9239c9c,ARDE SPEC 285,1982.0,"Made available in DSpace on 2016-11-24T06:07:18Z (GMT). No. of bitstreams: 1
ss00297.pdf: 18714138 bytes, checksum: d4fc1d783582109469be82b9a7b42221 (MD5)
  Previous issue date: 1982||Made available in DSpace on 2021-06-08T06:53:26Z (GMT). No. of bitstreams: 1
ss00297.pdf: 18714138 bytes, checksum: d4fc1d783582109469be82b9a7b42221 (MD5)
  Previous issue date: 1982",http://localhost:8080/xmlui/handle/108/104,CARTRIDGE SUBMERGED EJECTOR SIGNAL SMOKE GREEN YELLOW EMPTY,,CARTRIDGE SUBMERGED EJECTOR SIGNAL SMOKE GREEN YELLOW EMPTY
408,82f0796e-65ff-493e-aa0e-680ed8874f3b,ARDE/SPECN/684 : 2012,2012.0,"Made available in DSpace on 2016-11-24T06:07:05Z (GMT). No. of bitstreams: 2
license.txt: 1845 bytes, checksum: 6e4008b184a6544333dced57ae9214a0 (MD5)
Specification_CQB_ammn_April_2012.pdf: 681128 bytes, checksum: 989a31f30e641381d3e1392fa19dc482 (MD5)
  Previous issue date: 2012||Made available in DSpace on 2021-06-08T06:52:22Z (GMT). No. of bitstreams: 2
Specification_CQB_ammn_April_2012.pdf: 681128 bytes, checksum: 989a31f30e641381d3e1392fa19dc482 (MD5)
license.txt: 1845 bytes, checksum: 6e4008b184a6544333dced57ae9214a0 (MD5)
  Previous issue date: 2012",http://localhost:8080/xmlui/handle/108/1223438,"PROVISIONAL SPECIFICATION FOR CARTRIDGE, SA BALL 5.56 mm CQB (Specification to govern manufacture, filling, inspection, Packing & Supply)",,"PROVISIONAL SPECIFICATION FOR CARTRIDGE, SA BALL 5.56 mm CQB (Specification to govern manufacture, filling, inspection, Packing & Supply)"
409,83088f9c-d40b-4bfe-8b73-e3943512d195,ARDE SPEC 301,1983.0,"Made available in DSpace on 2016-11-24T06:08:03Z (GMT). No. of bitstreams: 1
ss00319.pdf: 12214886 bytes, checksum: b9eac07b710017d63a4e95cf181a25b9 (MD5)
  Previous issue date: 1983||Made available in DSpace on 2021-06-08T06:51:32Z (GMT). No. of bitstreams: 1
ss00319.pdf: 12214886 bytes, checksum: b9eac07b710017d63a4e95cf181a25b9 (MD5)
  Previous issue date: 1983",http://localhost:8080/xmlui/handle/108/381,MORTAR BOMB 81MM ILLUMINATING 1A FILLED,,MORTAR BOMB 81MM ILLUMINATING 1A FILLED
410,83707769-300f-4bac-bd1c-76a8b91b470a,ARDE SPEC 307,1984.0,"Made available in DSpace on 2016-11-24T06:07:12Z (GMT). No. of bitstreams: 1
ss00325.pdf: 3301390 bytes, checksum: 5256cdbc665ef28c0ac194a999910250 (MD5)
  Previous issue date: 1984||Made available in DSpace on 2021-06-08T06:50:44Z (GMT). No. of bitstreams: 1
ss00325.pdf: 3301390 bytes, checksum: 5256cdbc665ef28c0ac194a999910250 (MD5)
  Previous issue date: 1984",http://localhost:8080/xmlui/handle/108/65,DELAY UNIT ASSEMBLY FOR AIR DROPPED UNDERWATER GRENADE,,DELAY UNIT ASSEMBLY FOR AIR DROPPED UNDERWATER GRENADE
411,83818b0a-6809-4d27-b861-3230f14608d1,ARDE SPEC 335,1985.0,"Made available in DSpace on 2016-11-24T06:07:42Z (GMT). No. of bitstreams: 1
ss00340.pdf: 8892746 bytes, checksum: a350ffddc20f900dc631d9092bdb8700 (MD5)
  Previous issue date: 1985||Made available in DSpace on 2021-06-08T06:49:06Z (GMT). No. of bitstreams: 1
ss00340.pdf: 8892746 bytes, checksum: a350ffddc20f900dc631d9092bdb8700 (MD5)
  Previous issue date: 1985",http://localhost:8080/xmlui/handle/108/256,MORTAR BOMB 120MM ILLUMINATING 1A EMPTY COMPONENTS,,MORTAR BOMB 120MM ILLUMINATING 1A EMPTY COMPONENTS
412,83b8a8f3-3b48-4e57-a8bd-59ecce6aad47,ARDE PS 96,,"Made available in DSpace on 2016-11-24T06:07:09Z (GMT). No. of bitstreams: 1
ss00420.pdf: 7405699 bytes, checksum: 3f8e896366319300d6f577b352ec6313 (MD5)||Made available in DSpace on 2021-06-08T06:49:27Z (GMT). No. of bitstreams: 1
ss00420.pdf: 7405699 bytes, checksum: 3f8e896366319300d6f577b352ec6313 (MD5)",http://localhost:8080/xmlui/handle/108/50,CARTRIDGE JETTISONING DROP TANK AND TANK ADAPTER I-20 FOR HF-24 AIRCRAFT FILLED,,CARTRIDGE JETTISONING DROP TANK AND TANK ADAPTER I-20 FOR HF-24 AIRCRAFT FILLED
414,9fd2ddeb-8cd1-45e1-9184-b50cc695e4d2,ARDE SPEC 214,1977.0,"Made available in DSpace on 2016-11-24T06:07:15Z (GMT). No. of bitstreams: 1
ss00234.pdf: 15483812 bytes, checksum: cbeae65404defb53a098c877f9dcb892 (MD5)
  Previous issue date: 1977||Made available in DSpace on 2021-06-08T06:50:52Z (GMT). No. of bitstreams: 1
ss00234.pdf: 15483812 bytes, checksum: cbeae65404defb53a098c877f9dcb892 (MD5)
  Previous issue date: 1977",http://localhost:8080/xmlui/handle/108/87,CARTRIDGE JETTISONING DROP TANK AND TANK ADAPTER I-20 FOR HF-24 AIRCRAFT FILLED,,CARTRIDGE JETTISONING DROP TANK AND TANK ADAPTER I-20 FOR HF-24 AIRCRAFT FILLED
416,859d7e8b-ec7e-4a31-a704-f6b78b57295e,ARDE SPEC 428,1989.0,"Made available in DSpace on 2016-11-24T06:07:28Z (GMT). No. of bitstreams: 1
ss00092.pdf: 2579310 bytes, checksum: 982e078ac105f587c89171e49ac55824 (MD5)
  Previous issue date: 1989||Made available in DSpace on 2021-06-08T06:48:15Z (GMT). No. of bitstreams: 1
ss00092.pdf: 2579310 bytes, checksum: 982e078ac105f587c89171e49ac55824 (MD5)
  Previous issue date: 1989",http://localhost:8080/xmlui/handle/108/164,MORTAR BOMB 120MM SCREENING SMOKE 1A EMPTY,,MORTAR BOMB 120MM SCREENING SMOKE 1A EMPTY
417,863330dd-79fa-4b53-97a7-fbab7dcc07f2,ARDE SPEC 441,,"Made available in DSpace on 2016-11-24T06:07:46Z (GMT). No. of bitstreams: 1
ss02507.pdf: 4407111 bytes, checksum: b2756c006cbbd797551537bcbe18ce37 (MD5)||Made available in DSpace on 2021-06-08T06:48:49Z (GMT). No. of bitstreams: 1
ss02507.pdf: 4407111 bytes, checksum: b2756c006cbbd797551537bcbe18ce37 (MD5)",http://localhost:8080/xmlui/handle/108/288,MECHANISM 80 SECONDS NO.1A (M.R),,MECHANISM 80 SECONDS NO.1A (M.R)
