,id,dc.contributor.author[],dc.date.issued[],dc.description.provenance[en],dc.identifier.uri,dc.title[],dc.title[en_US],MyTitle
76,0eb1d12a-6f71-4dc6-b888-0866d2541031,ARDE SPEC 87,1963.0,"Made available in DSpace on 2016-11-24T06:08:09Z (GMT). No. of bitstreams: 1
ss00131.pdf: 9620036 bytes, checksum: 5b74ef806d6b479e3672d60f046e21d1 (MD5)
  Previous issue date: 1963||Made available in DSpace on 2021-06-08T06:49:29Z (GMT). No. of bitstreams: 1
ss00131.pdf: 9620036 bytes, checksum: 5b74ef806d6b479e3672d60f046e21d1 (MD5)
  Previous issue date: 1963",http://localhost:8080/xmlui/handle/108/427,CARTRIDGE JETTISONING DROP TANK AND TANK ADAPTER I-20 (IND) FOR MYSTERE A/C (EMPTY),,CARTRIDGE JETTISONING DROP TANK AND TANK ADAPTER I-20 (IND) FOR MYSTERE A/C (EMPTY)
77,0ed856fd-5a05-462e-8fff-311494048b15,ARDE PS 165,,"Made available in DSpace on 2016-11-24T06:07:22Z (GMT). No. of bitstreams: 1
ss00474.pdf: 6549711 bytes, checksum: bba608d5050bec4b54d3c891adc6aecc (MD5)||Made available in DSpace on 2021-06-08T06:47:55Z (GMT). No. of bitstreams: 1
ss00474.pdf: 6549711 bytes, checksum: bba608d5050bec4b54d3c891adc6aecc (MD5)",http://localhost:8080/xmlui/handle/108/129,TRAINING CARTRIDGE 81MM MORTAR - CHARGE 2,,TRAINING CARTRIDGE 81MM MORTAR - CHARGE 2
78,0f7e97d6-2c1f-48e1-80b0-325e6df35cae,ARDE SPEC 59  &  ARDE PS 26,1969.0,"Made available in DSpace on 2016-11-24T06:08:11Z (GMT). No. of bitstreams: 1
ss00119.pdf: 17181236 bytes, checksum: 3548317981bbbdca1b35007392c4eda5 (MD5)
  Previous issue date: 1969||Made available in DSpace on 2021-06-08T06:50:17Z (GMT). No. of bitstreams: 1
ss00119.pdf: 17181236 bytes, checksum: 3548317981bbbdca1b35007392c4eda5 (MD5)
  Previous issue date: 1969",http://localhost:8080/xmlui/handle/108/440,DELAY UNIT ( FIVE SECOND) FOR USE IN SUPPLEMENTARY SAFETY DEVICE USED WITH FUZE M111 A2,,DELAY UNIT ( FIVE SECOND) FOR USE IN SUPPLEMENTARY SAFETY DEVICE USED WITH FUZE M111 A2
79,115f301b-c7f3-49b5-9b40-296b2ff3c742,ARDE SPEC 382,,"Made available in DSpace on 2016-11-24T06:07:19Z (GMT). No. of bitstreams: 1
ss00357.pdf: 6603721 bytes, checksum: dfe6d5b6fceaa51aa8435ef62f7fa7a5 (MD5)||Made available in DSpace on 2021-06-08T06:50:09Z (GMT). No. of bitstreams: 1
ss00357.pdf: 6603721 bytes, checksum: dfe6d5b6fceaa51aa8435ef62f7fa7a5 (MD5)",http://localhost:8080/xmlui/handle/108/110,PIEZOELECTRIC PZT ELEMENT FOR 125MM HEAT SHELL T-72 AND 73MM HEAT ROCKET PROJECTILE OF BMP-I,,PIEZOELECTRIC PZT ELEMENT FOR 125MM HEAT SHELL T-72 AND 73MM HEAT ROCKET PROJECTILE OF BMP-I
80,1192350a-e07e-428e-978b-0b3d9af271d8,ARDE SPEC 294,,"Made available in DSpace on 2016-11-24T06:07:44Z (GMT). No. of bitstreams: 1
ss00307.pdf: 16702956 bytes, checksum: 84e9e89ff87ef35fa7d9f087510758ca (MD5)||Made available in DSpace on 2021-06-08T06:49:29Z (GMT). No. of bitstreams: 1
ss00307.pdf: 16702956 bytes, checksum: 84e9e89ff87ef35fa7d9f087510758ca (MD5)",http://localhost:8080/xmlui/handle/108/269,FUZE PROXIMITY FOR 76.2MM GUN SAFETY & DELAYED ARMING MECHANISM EMPTY,,FUZE PROXIMITY FOR 76.2MM GUN SAFETY & DELAYED ARMING MECHANISM EMPTY
81,119fe73d-c715-4ff0-8fad-3f0ed642fa7f,ARDE PS 62,1973.0,"Made available in DSpace on 2016-11-24T06:07:42Z (GMT). No. of bitstreams: 1
ss00391.pdf: 5728009 bytes, checksum: 9864eddfc7ede59770e587c015052a09 (MD5)
  Previous issue date: 1973||Made available in DSpace on 2021-06-08T06:49:33Z (GMT). No. of bitstreams: 1
ss00391.pdf: 5728009 bytes, checksum: 9864eddfc7ede59770e587c015052a09 (MD5)
  Previous issue date: 1973",http://localhost:8080/xmlui/handle/108/254,CARTRIDGE SEAT EJECTION GUILLOTINE NO.2 MK.2 FOR HF-24 AND HJT-16 AIRCRAFT EMPTY,,CARTRIDGE SEAT EJECTION GUILLOTINE NO.2 MK.2 FOR HF-24 AND HJT-16 AIRCRAFT EMPTY
82,1220e597-a649-4998-a4d7-368c061d0762,ARDE SPEC 257,,"Made available in DSpace on 2016-11-24T06:07:39Z (GMT). No. of bitstreams: 1
ss00273.pdf: 26377511 bytes, checksum: 0641cb5205069eb63a6395e9ec803ee1 (MD5)||Made available in DSpace on 2021-06-08T06:49:06Z (GMT). No. of bitstreams: 1
ss00273.pdf: 26377511 bytes, checksum: 0641cb5205069eb63a6395e9ec803ee1 (MD5)",http://localhost:8080/xmlui/handle/108/236,"CARTRIDGE ELECTRIC FIRE EXTINGUISHER FOR PACKET, CARIBOU AND DAKOTA AIRCRAFT FILLED",,"CARTRIDGE ELECTRIC FIRE EXTINGUISHER FOR PACKET, CARIBOU AND DAKOTA AIRCRAFT FILLED"
83,1229f225-2ef8-4533-9e09-ce6c67990925,ARDE SPEC 140,1973.0,"Made available in DSpace on 2016-11-24T06:08:02Z (GMT). No. of bitstreams: 1
ss00172.pdf: 2307154 bytes, checksum: 23bed22c7837ebb098602b32832179ff (MD5)
  Previous issue date: 1973||Made available in DSpace on 2021-06-08T06:49:22Z (GMT). No. of bitstreams: 1
ss00172.pdf: 2307154 bytes, checksum: 23bed22c7837ebb098602b32832179ff (MD5)
  Previous issue date: 1973",http://localhost:8080/xmlui/handle/108/378,CARTRIDGE SEAT EJECTION DROGUE NO.1 MK.1 FOR GNAT AIRCRAFT INDIGENOUS FILLED,,CARTRIDGE SEAT EJECTION DROGUE NO.1 MK.1 FOR GNAT AIRCRAFT INDIGENOUS FILLED
84,12fb92d5-8244-4fd2-834c-1623664dbc36,ARDE SPEC 475,1992.0,"Made available in DSpace on 2016-11-24T06:07:43Z (GMT). No. of bitstreams: 1
ss02808.pdf: 7101353 bytes, checksum: 22a2472524d61baad6dccc557d759c93 (MD5)
  Previous issue date: 1992||Made available in DSpace on 2021-06-08T06:49:18Z (GMT). No. of bitstreams: 1
ss02808.pdf: 7101353 bytes, checksum: 22a2472524d61baad6dccc557d759c93 (MD5)
  Previous issue date: 1992",http://localhost:8080/xmlui/handle/108/263,"Free swimmers distress signal - Specification to govern mixing,pressing,inspection and proof of red flare pellets",,"Free swimmers distress signal - Specification to govern mixing,pressing,inspection and proof of red flare pellets"
86,556cbcc0-3761-4bef-9c30-ef4f93593864,ARDE SPEC 475,1992.0,"Made available in DSpace on 2016-11-24T06:07:40Z (GMT). No. of bitstreams: 1
ss03019.pdf: 8513364 bytes, checksum: b400db8e228d67ee80f7ed70140a9a83 (MD5)
  Previous issue date: 1992||Made available in DSpace on 2021-06-08T06:49:09Z (GMT). No. of bitstreams: 1
ss03019.pdf: 8513364 bytes, checksum: b400db8e228d67ee80f7ed70140a9a83 (MD5)
  Previous issue date: 1992",http://localhost:8080/xmlui/handle/108/244,"Free swimmers distress signal - Specification to govern mixing,pressing,inspection and proof of red flare pellets",,"Free swimmers distress signal - Specification to govern mixing,pressing,inspection and proof of red flare pellets"
88,131ebb2c-de18-417c-a03d-417f8bc34455,ARDE SPEC 305,1984.0,"Made available in DSpace on 2016-11-24T06:07:21Z (GMT). No. of bitstreams: 1
ss00323.pdf: 21582276 bytes, checksum: 83777fea75ef5cc4ee69b3ba2fcb76d1 (MD5)
  Previous issue date: 1984||Made available in DSpace on 2021-06-08T06:50:52Z (GMT). No. of bitstreams: 1
ss00323.pdf: 21582276 bytes, checksum: 83777fea75ef5cc4ee69b3ba2fcb76d1 (MD5)
  Previous issue date: 1984",http://localhost:8080/xmlui/handle/108/124,AIR DROPPED UNDERWATER GRENADE SUB-ASSEMBLIES OF BODY DELAY UNIT HOUSING ASSEMBLY SEA CELL BATTERY ASSEMBLY PROOF AND COMPLETE ASSEMBLY OF UNDERWATER GRENADE,,AIR DROPPED UNDERWATER GRENADE SUB-ASSEMBLIES OF BODY DELAY UNIT HOUSING ASSEMBLY SEA CELL BATTERY ASSEMBLY PROOF AND COMPLETE ASSEMBLY OF UNDERWATER GRENADE
89,13c1934b-66da-4a60-9279-e25707ffc3bc,ARDE SPEC 236,,"Made available in DSpace on 2016-11-24T06:07:13Z (GMT). No. of bitstreams: 1
ss00256.pdf: 757998 bytes, checksum: df10e8402bfb34a1563545a141c9e94d (MD5)||Made available in DSpace on 2021-06-08T06:53:01Z (GMT). No. of bitstreams: 1
ss00256.pdf: 757998 bytes, checksum: df10e8402bfb34a1563545a141c9e94d (MD5)",http://localhost:8080/xmlui/handle/108/74,CARTRIDGE SEAT EJECTION PRIMARY NO.3 MK.2-1 & CARTRIDGE SEAT EJECTION SECONDARY NO.3 MK.3-4 FOR HUNTER F-56 AIRCRAFT EMPTY,,CARTRIDGE SEAT EJECTION PRIMARY NO.3 MK.2-1 & CARTRIDGE SEAT EJECTION SECONDARY NO.3 MK.3-4 FOR HUNTER F-56 AIRCRAFT EMPTY
91,8458abdc-9238-41d1-9ce9-27e14341fcb7,ARDE PS 108,,"Made available in DSpace on 2016-11-24T06:07:44Z (GMT). No. of bitstreams: 1
ss00430.pdf: 1043095 bytes, checksum: 9a11b178576e40096d35657be12ddbdf (MD5)||Made available in DSpace on 2021-06-08T06:49:13Z (GMT). No. of bitstreams: 1
ss00430.pdf: 1043095 bytes, checksum: 9a11b178576e40096d35657be12ddbdf (MD5)",http://localhost:8080/xmlui/handle/108/268,CARTRIDGE SEAT EJECTION PRIMARY NO.3 MK.2-1 & CARTRIDGE SEAT EJECTION SECONDARY NO.3 MK.3-4 FOR HUNTER F-56 AIRCRAFT EMPTY,,CARTRIDGE SEAT EJECTION PRIMARY NO.3 MK.2-1 & CARTRIDGE SEAT EJECTION SECONDARY NO.3 MK.3-4 FOR HUNTER F-56 AIRCRAFT EMPTY
93,13f54b23-6b72-4e8f-97d0-9f9300d79989,ARDE SPEC 28,1966.0,"Made available in DSpace on 2016-11-24T06:07:15Z (GMT). No. of bitstreams: 1
ss00028.pdf: 4930434 bytes, checksum: f91724ac04ec8366a8a80bf1e1937039 (MD5)
  Previous issue date: 1966||Made available in DSpace on 2021-06-08T06:53:19Z (GMT). No. of bitstreams: 1
ss00028.pdf: 4930434 bytes, checksum: f91724ac04ec8366a8a80bf1e1937039 (MD5)
  Previous issue date: 1966",http://localhost:8080/xmlui/handle/108/80,TRACER SHELL (ARDE 1216/2) EMPTY,,TRACER SHELL (ARDE 1216/2) EMPTY
94,140ae851-59ef-4c20-b959-1c003908ec19,ARDE SPEC 50,1968.0,"Made available in DSpace on 2016-11-24T06:08:15Z (GMT). No. of bitstreams: 1
ss00048.pdf: 8715638 bytes, checksum: d689d766149d9fb14b5e7b6b9cf3d267 (MD5)
  Previous issue date: 1968||Made available in DSpace on 2021-06-08T06:51:22Z (GMT). No. of bitstreams: 1
ss00048.pdf: 8715638 bytes, checksum: d689d766149d9fb14b5e7b6b9cf3d267 (MD5)
  Previous issue date: 1968",http://localhost:8080/xmlui/handle/108/474,MINE ANTI-PERSONNEL M16A1 PRACTICE WITH FUZE MINE COMBINATION M605 EMPTY,,MINE ANTI-PERSONNEL M16A1 PRACTICE WITH FUZE MINE COMBINATION M605 EMPTY
95,14a1bc38-24e4-4830-af3a-8e5c1eef5a6d,ARDE SPEC 276,,"Made available in DSpace on 2016-11-24T06:08:10Z (GMT). No. of bitstreams: 1
ss00292.pdf: 7961453 bytes, checksum: eff16d09016ffff380b097aec3631edc (MD5)||Made available in DSpace on 2021-06-08T06:49:38Z (GMT). No. of bitstreams: 1
ss00292.pdf: 7961453 bytes, checksum: eff16d09016ffff380b097aec3631edc (MD5)",http://localhost:8080/xmlui/handle/108/430,CARTRIDGE EJECTOR RELEASE UNIT TYPE ARD-863-1 FOR AJEET AIRCRAFT,,CARTRIDGE EJECTOR RELEASE UNIT TYPE ARD-863-1 FOR AJEET AIRCRAFT
96,168cf061-737f-4677-af2b-f3d537e0e934,ARDE SPEC 228,1977.0,"Made available in DSpace on 2016-11-24T06:07:30Z (GMT). No. of bitstreams: 1
ss00248.pdf: 9785729 bytes, checksum: 28275d419bb95be7ba07d7147fa71c24 (MD5)
  Previous issue date: 1977||Made available in DSpace on 2021-06-08T06:48:32Z (GMT). No. of bitstreams: 1
ss00248.pdf: 9785729 bytes, checksum: 28275d419bb95be7ba07d7147fa71c24 (MD5)
  Previous issue date: 1977",http://localhost:8080/xmlui/handle/108/177,IGNITER PYROTECHNIC EMPTY FOR ROCKET A.S. HE NO. MK./PRACTICE NO. MK.,,IGNITER PYROTECHNIC EMPTY FOR ROCKET A.S. HE NO. MK./PRACTICE NO. MK.
97,16c8026e-d0f6-4625-956d-7b0893429ec2,ARDE SPEC 231,1978.0,"Made available in DSpace on 2016-11-24T06:08:21Z (GMT). No. of bitstreams: 1
ss00251.pdf: 3674250 bytes, checksum: a72699778fa406ea92e21b9cfd342ab5 (MD5)
  Previous issue date: 1978||Made available in DSpace on 2021-06-08T06:51:32Z (GMT). No. of bitstreams: 1
ss00251.pdf: 3674250 bytes, checksum: a72699778fa406ea92e21b9cfd342ab5 (MD5)
  Previous issue date: 1978",http://localhost:8080/xmlui/handle/108/510,ROCKET A.S. PRACTICE NO. MK. FILLED,,ROCKET A.S. PRACTICE NO. MK. FILLED
98,18448c87-b9f5-4647-b3e9-d92de566a598,ARDE SPEC 200A,1994.0,"Made available in DSpace on 2016-11-24T06:08:04Z (GMT). No. of bitstreams: 1
ss03074.pdf: 280907 bytes, checksum: 6190b40aa4b10cb148cdd28e6a72e7a7 (MD5)
  Previous issue date: 1994||Made available in DSpace on 2021-06-08T06:48:06Z (GMT). No. of bitstreams: 1
ss03074.pdf: 280907 bytes, checksum: 6190b40aa4b10cb148cdd28e6a72e7a7 (MD5)
  Previous issue date: 1994",http://localhost:8080/xmlui/handle/108/396,"Cartridges submerged ejector signals (Red, Green and Yellow) - Bag assembly",,"Cartridges submerged ejector signals (Red, Green and Yellow) - Bag assembly"
99,189577ab-b999-42f7-9547-4748f010f499,ARDE PS 231,1992.0,"Made available in DSpace on 2016-11-24T06:08:13Z (GMT). No. of bitstreams: 1
ss02824.pdf: 7271201 bytes, checksum: 85ec47e5fc98027c7eafbcf4ee1aa204 (MD5)
  Previous issue date: 1992||Made available in DSpace on 2021-06-08T06:51:12Z (GMT). No. of bitstreams: 1
ss02824.pdf: 7271201 bytes, checksum: 85ec47e5fc98027c7eafbcf4ee1aa204 (MD5)
  Previous issue date: 1992",http://localhost:8080/xmlui/handle/108/458,HE shell 30mm filled (prov),,HE shell 30mm filled (prov)
102,1922d6f2-94fe-4d60-b9f0-2d5b7383acbf,ARDE PS 231,1992.0,"Made available in DSpace on 2016-11-24T06:08:14Z (GMT). No. of bitstreams: 1
ss02814.pdf: 14385450 bytes, checksum: ec7288b6813909166d58ee5e8cb1f2ef (MD5)
  Previous issue date: 1992||Made available in DSpace on 2021-06-08T06:51:11Z (GMT). No. of bitstreams: 1
ss02814.pdf: 14385450 bytes, checksum: ec7288b6813909166d58ee5e8cb1f2ef (MD5)
  Previous issue date: 1992",http://localhost:8080/xmlui/handle/108/468,HE shell 30mm filled (prov),,HE shell 30mm filled (prov)
105,88fbf391-5d40-4adf-a3cb-ca067cac8619,ARDE PS 231,1992.0,"Made available in DSpace on 2016-11-24T06:08:20Z (GMT). No. of bitstreams: 1
ss02824.pdf: 7271201 bytes, checksum: 85ec47e5fc98027c7eafbcf4ee1aa204 (MD5)
  Previous issue date: 1992||Made available in DSpace on 2021-06-08T06:51:33Z (GMT). No. of bitstreams: 1
ss02824.pdf: 7271201 bytes, checksum: 85ec47e5fc98027c7eafbcf4ee1aa204 (MD5)
  Previous issue date: 1992",http://localhost:8080/xmlui/handle/108/503,HE shell 30mm filled (prov),,HE shell 30mm filled (prov)
108,1907eda9-c0e5-4eee-b5d9-13df64ac7f86,ARDE SPEC 268  &  ARDE PS 127,1980.0,"Made available in DSpace on 2016-11-24T06:07:40Z (GMT). No. of bitstreams: 1
ss00288.pdf: 27513775 bytes, checksum: bac5a5221741b8cf3d4393096fc0491d (MD5)
  Previous issue date: 1980||Made available in DSpace on 2021-06-08T06:49:03Z (GMT). No. of bitstreams: 1
ss00288.pdf: 27513775 bytes, checksum: bac5a5221741b8cf3d4393096fc0491d (MD5)
  Previous issue date: 1980",http://localhost:8080/xmlui/handle/108/243,CARTRIDGE MINIFLARE (A) MK.I GREEN,,CARTRIDGE MINIFLARE (A) MK.I GREEN
109,190df024-8395-4368-84c6-503af0f210f7,ARDE SPEC 248,1978.0,"Made available in DSpace on 2016-11-24T06:08:02Z (GMT). No. of bitstreams: 1
ss00270.pdf: 88298140 bytes, checksum: a11e0ed4866ba6b1e21d47b47204fb23 (MD5)
  Previous issue date: 1978||Made available in DSpace on 2021-06-08T06:48:59Z (GMT). No. of bitstreams: 1
ss00270.pdf: 88298140 bytes, checksum: a11e0ed4866ba6b1e21d47b47204fb23 (MD5)
  Previous issue date: 1978",http://localhost:8080/xmlui/handle/108/377,ROCKET MOTOR PROPULSION UNIT EMPTY FOR ROCKET 122MM HE FRAGMENTATION,,ROCKET MOTOR PROPULSION UNIT EMPTY FOR ROCKET 122MM HE FRAGMENTATION
110,192d92b7-aa7c-439c-bde9-6c2f34a92411,ARDE PS 186,1988.0,"Made available in DSpace on 2016-11-24T06:07:29Z (GMT). No. of bitstreams: 1
ss00487.pdf: 6340139 bytes, checksum: 8345d4173d234fff110fc504089db5af (MD5)
  Previous issue date: 1988||Made available in DSpace on 2021-06-08T06:48:17Z (GMT). No. of bitstreams: 1
ss00487.pdf: 6340139 bytes, checksum: 8345d4173d234fff110fc504089db5af (MD5)
  Previous issue date: 1988",http://localhost:8080/xmlui/handle/108/170,"PROXIMITY FUZE MK.1 FOR 4.5"" GUN EMPTY",,"PROXIMITY FUZE MK.1 FOR 4.5"" GUN EMPTY"
111,19cd910b-ca86-40ef-9bd9-9abcf9a2cf82,ARDE SPEC 224  &  ARDE PS 100,1977.0,"Made available in DSpace on 2016-11-24T06:07:18Z (GMT). No. of bitstreams: 1
ss00244.pdf: 759839 bytes, checksum: 9aa28082be757ce99519333b0d62f0de (MD5)
  Previous issue date: 1977||Made available in DSpace on 2021-06-08T06:53:07Z (GMT). No. of bitstreams: 1
ss00244.pdf: 759839 bytes, checksum: 9aa28082be757ce99519333b0d62f0de (MD5)
  Previous issue date: 1977",http://localhost:8080/xmlui/handle/108/97,PRIMER PERCUSSION QF CARTRIDGES NO._ FILLED,,PRIMER PERCUSSION QF CARTRIDGES NO._ FILLED
112,19f3eebc-5121-4ef7-aebb-575a6ad4dd4b,ARDE SPEC 427,1989.0,"Made available in DSpace on 2016-11-24T06:08:04Z (GMT). No. of bitstreams: 1
ss00091.pdf: 4351591 bytes, checksum: 5994725bb4e8287eb576e420ba6cfbfd (MD5)
  Previous issue date: 1989||Made available in DSpace on 2021-06-08T06:53:23Z (GMT). No. of bitstreams: 1
ss00091.pdf: 4351591 bytes, checksum: 5994725bb4e8287eb576e420ba6cfbfd (MD5)
  Previous issue date: 1989",http://localhost:8080/xmlui/handle/108/393,MORTAR BOMB 120MM SCREENING SMOKE 1A FILLED,,MORTAR BOMB 120MM SCREENING SMOKE 1A FILLED
113,1aa52112-f200-4cf7-a88c-33a534436982,ARDE SPEC 373,1988.0,"Made available in DSpace on 2016-11-24T06:08:03Z (GMT). No. of bitstreams: 1
ss00354.pdf: 948125 bytes, checksum: 827f13cf1cd8bf0741dd30810a21a735 (MD5)
  Previous issue date: 1988||Made available in DSpace on 2021-06-08T06:50:34Z (GMT). No. of bitstreams: 1
ss00354.pdf: 948125 bytes, checksum: 827f13cf1cd8bf0741dd30810a21a735 (MD5)
  Previous issue date: 1988",http://localhost:8080/xmlui/handle/108/380,CARTRIDGE CASE QF 30MM BRASS EMPTY,,CARTRIDGE CASE QF 30MM BRASS EMPTY
115,3717dba0-ccfc-4d61-9a7f-3b3498c0ec76,ARDE PS 191,1988.0,"Made available in DSpace on 2016-11-24T06:07:58Z (GMT). No. of bitstreams: 1
ss00492.pdf: 19163724 bytes, checksum: a773f0d4eb3751a1d8a764d9a8173a1e (MD5)
  Previous issue date: 1988||Made available in DSpace on 2021-06-08T06:50:38Z (GMT). No. of bitstreams: 1
ss00492.pdf: 19163724 bytes, checksum: a773f0d4eb3751a1d8a764d9a8173a1e (MD5)
  Previous issue date: 1988",http://localhost:8080/xmlui/handle/108/350,CARTRIDGE CASE QF 30MM BRASS EMPTY,,CARTRIDGE CASE QF 30MM BRASS EMPTY
117,1ab54e13-6c11-43db-956d-ffdb0e303c34,ARDE SPEC 162B,1976.0,"Made available in DSpace on 2016-11-24T06:08:18Z (GMT). No. of bitstreams: 1
ss00194.pdf: 903783 bytes, checksum: 03c0058f448a11c499d5b0c9ed14199c (MD5)
  Previous issue date: 1976||Made available in DSpace on 2021-06-08T06:51:48Z (GMT). No. of bitstreams: 1
ss00194.pdf: 903783 bytes, checksum: 03c0058f448a11c499d5b0c9ed14199c (MD5)
  Previous issue date: 1976",http://localhost:8080/xmlui/handle/108/489,SHELL 76.2MM HE AND PRACTICE EMPTY,,SHELL 76.2MM HE AND PRACTICE EMPTY
119,73d92096-a171-4d24-9057-72335de7fd5c,ARDE PS 69,1976.0,"Made available in DSpace on 2016-11-24T06:07:08Z (GMT). No. of bitstreams: 1
ss00399.pdf: 8637422 bytes, checksum: 9082021de3b36a9698259fd49bc8bb03 (MD5)
  Previous issue date: 1976||Made available in DSpace on 2021-06-08T06:51:24Z (GMT). No. of bitstreams: 1
ss00399.pdf: 8637422 bytes, checksum: 9082021de3b36a9698259fd49bc8bb03 (MD5)
  Previous issue date: 1976",http://localhost:8080/xmlui/handle/108/123444,SHELL 76.2MM HE AND PRACTICE EMPTY,,SHELL 76.2MM HE AND PRACTICE EMPTY
121,1b07aee8-c632-43b2-9c3f-5c9a855ee974,ARDE SPEC 239,,"Made available in DSpace on 2016-11-24T06:07:53Z (GMT). No. of bitstreams: 1
ss00261.pdf: 500740 bytes, checksum: 435cd15ed6d1fc584a948bd05d698d1d (MD5)||Made available in DSpace on 2021-06-08T06:50:05Z (GMT). No. of bitstreams: 1
ss00261.pdf: 500740 bytes, checksum: 435cd15ed6d1fc584a948bd05d698d1d (MD5)",http://localhost:8080/xmlui/handle/108/326,CARTRIDGE ELECTRIC CANOPY JETTISONING FOR HF-24 AIRCRAFT FILLED,,CARTRIDGE ELECTRIC CANOPY JETTISONING FOR HF-24 AIRCRAFT FILLED
123,fd2c26cf-c64a-484c-9f8b-28e04c3b9329,ARDE SPEC 239,,"Made available in DSpace on 2016-11-24T06:08:12Z (GMT). No. of bitstreams: 1
ss00260.pdf: 496196 bytes, checksum: 7fbd6d5e8659762d39adee3047f4e5b9 (MD5)||Made available in DSpace on 2021-06-08T06:50:07Z (GMT). No. of bitstreams: 1
ss00260.pdf: 496196 bytes, checksum: 7fbd6d5e8659762d39adee3047f4e5b9 (MD5)",http://localhost:8080/xmlui/handle/108/453,CARTRIDGE ELECTRIC CANOPY JETTISONING FOR HF-24 AIRCRAFT FILLED,,CARTRIDGE ELECTRIC CANOPY JETTISONING FOR HF-24 AIRCRAFT FILLED
125,1bf2e2d8-a3b2-4731-b6fb-84e96df78de7,ARDE SPEC 217,1978.0,"Made available in DSpace on 2016-11-24T06:07:23Z (GMT). No. of bitstreams: 1
ss00237.pdf: 678667 bytes, checksum: 0c6838efd7628f7d50e8ec6fdd106e65 (MD5)
  Previous issue date: 1978||Made available in DSpace on 2021-06-08T06:48:04Z (GMT). No. of bitstreams: 1
ss00237.pdf: 678667 bytes, checksum: 0c6838efd7628f7d50e8ec6fdd106e65 (MD5)
  Previous issue date: 1978",http://localhost:8080/xmlui/handle/108/132,OPERATIONAL LIMPET MINE MK.2 (TIMER 29 HOURS),,OPERATIONAL LIMPET MINE MK.2 (TIMER 29 HOURS)
126,1d089011-e3c2-4b10-924a-03a46dc34e07,ARDE SPEC 269  &  ARDE PS 128,,"Made available in DSpace on 2016-11-24T06:07:30Z (GMT). No. of bitstreams: 1
ss02686.pdf: 31698505 bytes, checksum: 28a22ffc4a0bc0ef3427495aea634a9c (MD5)||Made available in DSpace on 2021-06-08T06:48:37Z (GMT). No. of bitstreams: 1
ss02686.pdf: 31698505 bytes, checksum: 28a22ffc4a0bc0ef3427495aea634a9c (MD5)",http://localhost:8080/xmlui/handle/108/178,CARTRIDGE MINIFLARE (A) MK.1 ILLUMINATING,,CARTRIDGE MINIFLARE (A) MK.1 ILLUMINATING
127,1d44fa9b-79d8-4495-8fe8-6afc8aacf9a8,ARDE PS 136,,"Made available in DSpace on 2016-11-24T06:08:01Z (GMT). No. of bitstreams: 1
ss00459.pdf: 17646890 bytes, checksum: f107190746d558b03efa80d543e6865a (MD5)||Made available in DSpace on 2021-06-08T06:50:24Z (GMT). No. of bitstreams: 1
ss00459.pdf: 17646890 bytes, checksum: f107190746d558b03efa80d543e6865a (MD5)",http://localhost:8080/xmlui/handle/108/370,PYROTECHNIC IGNITER CARTRIDGE PV-50 FOR MIG-21M & 21MF TYPE 96 AIRCRAFT FILLED,,PYROTECHNIC IGNITER CARTRIDGE PV-50 FOR MIG-21M & 21MF TYPE 96 AIRCRAFT FILLED
129,a4084e22-de65-42ce-a8c1-206f2a370c6f,ARDE PS 136,,"Made available in DSpace on 2016-11-24T06:08:02Z (GMT). No. of bitstreams: 1
ss00459.pdf: 17646890 bytes, checksum: f107190746d558b03efa80d543e6865a (MD5)||Made available in DSpace on 2021-06-08T06:50:02Z (GMT). No. of bitstreams: 1
ss00459.pdf: 17646890 bytes, checksum: f107190746d558b03efa80d543e6865a (MD5)",http://localhost:8080/xmlui/handle/108/374,PYROTECHNIC IGNITER CARTRIDGE PV-50 FOR MIG-21M & 21MF TYPE 96 AIRCRAFT FILLED,,PYROTECHNIC IGNITER CARTRIDGE PV-50 FOR MIG-21M & 21MF TYPE 96 AIRCRAFT FILLED
131,1e0fa491-ec43-4482-9802-d9bf3c475dda,ARDE SPEC 252,1979.0,"Made available in DSpace on 2016-11-24T06:08:00Z (GMT). No. of bitstreams: 1
ss00276.pdf: 42173824 bytes, checksum: 7f1e2cef46ffd5992880191000aca87c (MD5)
  Previous issue date: 1979||Made available in DSpace on 2021-06-08T06:50:32Z (GMT). No. of bitstreams: 1
ss00276.pdf: 42173824 bytes, checksum: 7f1e2cef46ffd5992880191000aca87c (MD5)
  Previous issue date: 1979",http://localhost:8080/xmlui/handle/108/366,PRIMER ELECTRIC QF CARTRIDGES NO.17 MK.N4 INDIA EMPTY,,PRIMER ELECTRIC QF CARTRIDGES NO.17 MK.N4 INDIA EMPTY
132,1f88d1a6-b0c9-4edb-80e9-ed2b7c8dc208,ARDE PS 143,,"Made available in DSpace on 2016-11-24T06:07:13Z (GMT). No. of bitstreams: 1
ss00467.pdf: 12670434 bytes, checksum: a5800d59ce3c62b21db0d8ae006fb384 (MD5)||Made available in DSpace on 2021-06-08T06:51:08Z (GMT). No. of bitstreams: 1
ss00467.pdf: 12670434 bytes, checksum: a5800d59ce3c62b21db0d8ae006fb384 (MD5)",http://localhost:8080/xmlui/handle/108/71,STATIC PROOF OF ROCKET MOTOR ASSEMBLY OF A/S ROCKET RGB-25 ON ROTATING TEST RIG,,STATIC PROOF OF ROCKET MOTOR ASSEMBLY OF A/S ROCKET RGB-25 ON ROTATING TEST RIG
